RID	GLOSS	DOCULECT	Language_Name	CONCEPTICON_GLOSS	CONCEPTICON_ID	VALUE	FORM	SOURCE	NOTES
NamreiNabolang_190	to sing	NamreiNabolang	Namrei (Nabolang)	SING	1261	jena	jeː+na	Abraham2018	
NamreiNabolang_230	six	NamreiNabolang	Namrei (Nabolang)	SIX	1703	ram	ram	Abraham2018	*reC
NamreiNabolang_120	skin	NamreiNabolang	Namrei (Nabolang)	SKIN	763	məpə	mə+pə	Abraham2018	*mə-prja
NamreiNabolang_1	sky	NamreiNabolang	Namrei (Nabolang)	SKY	1732	gijaŋ	gjaŋ	Abraham2018	*nə-də-laŋ
NamreiNabolang_197	to sleep	NamreiNabolang	Namrei (Nabolang)	SLEEP	1585	dʒina	dʒi+na	Abraham2018	*dʑV
NamreiNabolang_245	small	NamreiNabolang	Namrei (Nabolang)	SMALL	1246	mijadʒui	mi+ja+dʒui	Abraham2018	
NamreiNabolang_nan	smell	NamreiNabolang	Namrei (Nabolang)	SMELL (PERCEIVE)	1586	Ø	Ø	Ø	
NamreiNabolang_167	smoke	NamreiNabolang	Namrei (Nabolang)	SMOKE (EXHAUST)	778	maikhən	mai+kʰən	Abraham2018	*maj-kən
NamreiNabolang_nan	soft; smooth	NamreiNabolang	Namrei (Nabolang)	SMOOTH	1234	Ø	Ø	Ø	*mə-lə-prjuC
NamreiNabolang_73	snake	NamreiNabolang	Namrei (Nabolang)	SNAKE	730	bəu	bəu	Abraham2018	*bəw
NamreiNabolang_nan	snow	NamreiNabolang	Namrei (Nabolang)	SNOW	784	Ø	Ø	Ø	*də-ren
NamreiNabolang_nan	soft; smooth	NamreiNabolang	Namrei (Nabolang)	SOFT	1856	Ø	Ø	Ø	*mə-lə-prjuC
NamreiNabolang_134	son	NamreiNabolang	Namrei (Nabolang)	SON	1620	ʒəvəi	ʒə+vəi	Abraham2018	
NamreiNabolang_nan	Ø	NamreiNabolang	Namrei (Nabolang)	SOW SEEDS	748	Ø	Ø	Ø	
NamreiNabolang_nan	Ø	NamreiNabolang	Namrei (Nabolang)	SPARROW	1854	Ø	Ø	Ø	
NamreiNabolang_96	spider	NamreiNabolang	Namrei (Nabolang)	SPIDER	843	nərija	nə+ri+ja	Abraham2018	
NamreiNabolang_nan	Ø	NamreiNabolang	Namrei (Nabolang)	SPIT	1440	Ø	Ø	Ø	
NamreiNabolang_174	to stand	NamreiNabolang	Namrei (Nabolang)	STAND	1442	gijon	gi+jon	Abraham2018	*gu
NamreiNabolang_4	star	NamreiNabolang	Namrei (Nabolang)	STAR	1430	mətʃoŋbijaŋ	mə+tʃoŋ+bjaŋ	Abraham2018	*lə-tɕuŋ
NamreiNabolang_217	to steal	NamreiNabolang	Namrei (Nabolang)	STEAL	713	tʃəkhəna	tʃə+kʰə+na	Abraham2018	*kə
NamreiNabolang_nan	Ø	NamreiNabolang	Namrei (Nabolang)	STICK	1295	Ø	Ø	Ø	
NamreiNabolang_18	stone	NamreiNabolang	Namrei (Nabolang)	STONE	857	kə̆loŋ	kə+loŋ	Abraham2018	
NamreiNabolang_nan	straight	NamreiNabolang	Namrei (Nabolang)	STRAIGHT	1404	Ø	Ø	Ø	*mə-gə-raŋ
NamreiNabolang_2	sun	NamreiNabolang	Namrei (Nabolang)	SUN	1343	dʒoʔ	dʒoʔ	Abraham2018	*dʑuʔ
NamreiNabolang_83	tail	NamreiNabolang	Namrei (Nabolang)	TAIL	1220	mənəmərai	mə+nə+mə+rai	Abraham2018	*mə-lə-mrjaj
NamreiNabolang_234	ten	NamreiNabolang	Namrei (Nabolang)	TEN	1515	lən	lən	Abraham2018	*rəŋ
NamreiNabolang_296	that thing	NamreiNabolang	Namrei (Nabolang)	THAT	78	paitʃəlo	pai+tʃə+lo	Abraham2018	*paj-tɕi
NamreiNabolang_nan	Ø	NamreiNabolang	Namrei (Nabolang)	THERE	1937	Ø	Ø	Ø	
NamreiNabolang_nan	Ø	NamreiNabolang	Namrei (Nabolang)	THICK	1244	Ø	Ø	Ø	
NamreiNabolang_251	thin	NamreiNabolang	Namrei (Nabolang)	THIN (OF SHAPE OF OBJECT)	2249	məsərei	mə+sə+rei	Abraham2018	
NamreiNabolang_nan	think	NamreiNabolang	Namrei (Nabolang)	THINK (REFLECT)	1415	Ø	Ø	Ø	
NamreiNabolang_295	this thing	NamreiNabolang	Namrei (Nabolang)	THIS	1214	huŋlo	huŋ+lo	Abraham2018	*huŋ
NamreiNabolang_300	2nd sg. (familiar)	NamreiNabolang	Namrei (Nabolang)	THOU	1215	ni	ni	Abraham2018	*ni
NamreiNabolang_227	three	NamreiNabolang	Namrei (Nabolang)	THREE	492	khətəm	kʰə+təm	Abraham2018	*gə-θəm
NamreiNabolang_203	to throw	NamreiNabolang	Namrei (Nabolang)	THROW	1456	kədəina	kə+dəi+na	Abraham2018	
NamreiNabolang_10	thunder	NamreiNabolang	Namrei (Nabolang)	THUNDER	1150	gijaŋgərom	gi+jaŋ+gə+rom	Abraham2018	
NamreiNabolang_68	tiger	NamreiNabolang	Namrei (Nabolang)	TIGER	846	təgraŋ	tə+graŋ	Abraham2018	
NamreiNabolang_22	today	NamreiNabolang	Namrei (Nabolang)	TODAY	1283	huŋgə	huŋ+gə	Abraham2018	
NamreiNabolang_24	tomorrow	NamreiNabolang	Namrei (Nabolang)	TOMORROW	1329	nanəgo	na+nə+go	Abraham2018	
NamreiNabolang_109	tongue	NamreiNabolang	Namrei (Nabolang)	TONGUE	1205	jakhijoi	ja+kʰi+joi	Abraham2018	*bə-laj
NamreiNabolang_110	tooth	NamreiNabolang	Namrei (Nabolang)	TOOTH	1380	tə	tə	Abraham2018	*mə-taC
NamreiNabolang_43	tree	NamreiNabolang	Namrei (Nabolang)	TREE	906	genoi	ge+noi	Abraham2018	*(g)o-naj
NamreiNabolang_237	twenty	NamreiNabolang	Namrei (Nabolang)	TWENTY	1710	kərənlən	kə+rən+lən	Abraham2018	
NamreiNabolang_226	two	NamreiNabolang	Namrei (Nabolang)	TWO	1498	kherə	kʰe+rə	Abraham2018	*gə-niC
NamreiNabolang_nan	thigh	NamreiNabolang	Namrei (Nabolang)	UPPER LEG (THIGH)	471	Ø	Ø	Ø	*mə-lu
NamreiNabolang_nan	vomit	NamreiNabolang	Namrei (Nabolang)	VOMIT	1278	Ø	Ø	Ø	*mu
NamreiNabolang_177	to walk	NamreiNabolang	Namrei (Nabolang)	WALK	1443	kona	ko+na	Abraham2018	*daj
NamreiNabolang_13	water	NamreiNabolang	Namrei (Nabolang)	WATER	948	və	və	Abraham2018	*wi
NamreiNabolang_304	1st pl.	NamreiNabolang	Namrei (Nabolang)	WE (INCLUSIVE)	1131	ani	a+ni	Abraham2018	*ka-ni
NamreiNabolang_271	wet	NamreiNabolang	Namrei (Nabolang)	WET	1726	məgəjo	mə+gə+jo	Abraham2018	
NamreiNabolang_293	what	NamreiNabolang	Namrei (Nabolang)	WHAT	1236	tən	tən	Abraham2018	*tiŋ
NamreiNabolang_36	wheat	NamreiNabolang	Namrei (Nabolang)	WHEAT	1077	phijo	pʰi+jo	Abraham2018	
NamreiNabolang_291	where	NamreiNabolang	Namrei (Nabolang)	WHERE	1237	khroi	kʰroi	Abraham2018	*kəʔ
NamreiNabolang_286	white	NamreiNabolang	Namrei (Nabolang)	WHITE	1335	məgijaŋ	mə+gjaŋ	Abraham2018	*mə-graN (changed)
NamreiNabolang_292	who	NamreiNabolang	Namrei (Nabolang)	WHO	1235	təə	təə	Abraham2018	*θu
NamreiNabolang_133	wife	NamreiNabolang	Namrei (Nabolang)	WIFE	1199	zi	zi	Abraham2018	
NamreiNabolang_8	wind	NamreiNabolang	Namrei (Nabolang)	WIND	960	jo	jo	Abraham2018	*low
NamreiNabolang_nan	wing	NamreiNabolang	Namrei (Nabolang)	WING	1257	Ø	Ø	Ø	*gə/mə-tɕəwC
NamreiNabolang_208	to wipe	NamreiNabolang	Namrei (Nabolang)	WIPE	1454	ʃeena	ʃeː+na	Abraham2018	
NamreiNabolang_nan	Ø	NamreiNabolang	Namrei (Nabolang)	WOLF	522	Ø	Ø	Ø	
NamreiNabolang_129	woman	NamreiNabolang	Namrei (Nabolang)	WOMAN	962	nəmrai	nəm+rai	Abraham2018	*nə+mə+raj
NamreiNabolang_nan	wood	NamreiNabolang	Namrei (Nabolang)	WOOD	1803	go	go	TB	*(g)o; firewood = wood
NamreiNabolang_27	year	NamreiNabolang	Namrei (Nabolang)	YEAR	1226	dəraŋ	də+raŋ	Abraham2018	*də-niŋ
NamreiNabolang_289	yellow	NamreiNabolang	Namrei (Nabolang)	YELLOW	1424	kəʃoilo	kə+ʃoi+lo	Abraham2018	
NamreiNabolang_23	yesterday	NamreiNabolang	Namrei (Nabolang)	YESTERDAY	1174	təganogo	tə+ga+no+go	Abraham2018	*də-gaC
NamreiNabolang_305	2nd pl. (familiar)	NamreiNabolang	Namrei (Nabolang)	YOU	1213	dʒei	dʒei	Abraham2018	*dʑV
NamreiNabolang_nan	Ø	NamreiNabolang	Namrei (Nabolang)	YOUNG	1207	Ø	Ø	Ø	
HrusoAkaJamiri_279	above	HrusoAkaJamiri	Hruso Aka (Jamiri)	ABOVE	1741	ʔodɹu	ʔo+dɹu	Abraham2018	
HrusoAkaJamiri_243	all	HrusoAkaJamiri	Hruso Aka (Jamiri)	ALL	98	vjo	vjo	Abraham2018	
HrusoAkaJamiri_97	ant	HrusoAkaJamiri	Hruso Aka (Jamiri)	ANT	587	siɲi	si+ɲi	Abraham2018	*si-ni
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	ARMPIT	1886	Ø	Ø	Ø	
HrusoAkaJamiri_275	bad	HrusoAkaJamiri	Hruso Aka (Jamiri)	BAD	1292	mau	mau	Abraham2018	*mə-niŋ
HrusoAkaJamiri_48	bamboo	HrusoAkaJamiri	Hruso Aka (Jamiri)	BAMBOO	1927	sə	sə	Abraham2018	*bra
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	BARLEY	932	Ø	Ø	Ø	
HrusoAkaJamiri_nan	alive	HrusoAkaJamiri	Hruso Aka (Jamiri)	BE ALIVE	1422	íshshí	əʃ+ʃə	Simon1993	
HrusoAkaJamiri_123	belly	HrusoAkaJamiri	Hruso Aka (Jamiri)	BELLY	1251	ʔə̆ləxo	ʔə+lə+xo	Abraham2018	
HrusoAkaJamiri_280	below	HrusoAkaJamiri	Hruso Aka (Jamiri)	BELOW OR UNDER	1485	xam	xam	Abraham2018	
HrusoAkaJamiri_244	big	HrusoAkaJamiri	Hruso Aka (Jamiri)	BIG	1202	djo	djo	Abraham2018	*mə-doʔ
HrusoAkaJamiri_91	bird	HrusoAkaJamiri	Hruso Aka (Jamiri)	BIRD	937	musə	mu+sə	Abraham2018	*bə-dow
HrusoAkaJamiri_191	to bite	HrusoAkaJamiri	Hruso Aka (Jamiri)	BITE	1403	thodʒo	tʰo+dʒo	Abraham2018	*taʔ
HrusoAkaJamiri_285	black	HrusoAkaJamiri	Hruso Aka (Jamiri)	BLACK	163	gju	gju	Abraham2018	
HrusoAkaJamiri_121	blood	HrusoAkaJamiri	Hruso Aka (Jamiri)	BLOOD	946	ʃə	ʃə	Abraham2018	*jaC
HrusoAkaJamiri_nan	blow	HrusoAkaJamiri	Hruso Aka (Jamiri)	BLOW (OF WIND)	175	Ø	Ø	Ø	
HrusoAkaJamiri_118	bone	HrusoAkaJamiri	Hruso Aka (Jamiri)	BONE	1394	ʔə̆xə̆be	ʔə+xə+be	Abraham2018	*mə-ri-jaŋ
HrusoAkaJamiri_44	branch	HrusoAkaJamiri	Hruso Aka (Jamiri)	BRANCH	1531	ʃoɸo	ʃo+ɸo	Abraham2018	
HrusoAkaJamiri_60	breast; milk	HrusoAkaJamiri	Hruso Aka (Jamiri)	BREAST	1402	aphu	a+phu	Abraham2018	*mə-nuŋ  milk = breast
HrusoAkaJamiri_214	to burn	HrusoAkaJamiri	Hruso Aka (Jamiri)	BURNING	1428	phwa	pʰwa	Simon1993	
HrusoAkaJamiri_215	to buy	HrusoAkaJamiri	Hruso Aka (Jamiri)	BUY	1869	phəʃəlo	phə+ʃə+lo	Abraham2018	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	CHEW	321	Ø	Ø	Ø	
HrusoAkaJamiri_nan	child	HrusoAkaJamiri	Hruso Aka (Jamiri)	CHILD (YOUNG HUMAN)	1304	sa	sa	Simon1993	
HrusoAkaJamiri_115	fingernail	HrusoAkaJamiri	Hruso Aka (Jamiri)	CLAW OR NAIL	2128	ʔĕdʒitʃə	ʔe+dʒi+tʃə	Abraham2018	
HrusoAkaJamiri_5	cloud	HrusoAkaJamiri	Hruso Aka (Jamiri)	CLOUD	1489	məmə	mə+mə	Abraham2018	*maj-məwŋ
HrusoAkaJamiri_273	cold	HrusoAkaJamiri	Hruso Aka (Jamiri)	COLD	1287	nəŋu	nə+ŋu	Abraham2018	
HrusoAkaJamiri_173	to come	HrusoAkaJamiri	Hruso Aka (Jamiri)	COME	1446	agə	a+gə	Abraham2018	
HrusoAkaJamiri_nan	correct	HrusoAkaJamiri	Hruso Aka (Jamiri)	CORRECT (RIGHT)	1725	u	u	Simon1993	
HrusoAkaJamiri_nan	count	HrusoAkaJamiri	Hruso Aka (Jamiri)	COUNT	1420	Ø	Ø	Ø	
HrusoAkaJamiri_185	to cry	HrusoAkaJamiri	Hruso Aka (Jamiri)	CRY	1839	kʃo	kʃo	Abraham2018	*kraC
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	DARK	706	Ø	Ø	Ø	
HrusoAkaJamiri_135	daughter	HrusoAkaJamiri	Hruso Aka (Jamiri)	DAUGHTER	1357	ʔosam	ʔo+sam	Abraham2018	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	DEW	1977	Ø	Ø	Ø	
HrusoAkaJamiri_222	to die	HrusoAkaJamiri	Hruso Aka (Jamiri)	DIE	1494	dzi	dzi	Simon1993	*θəj
HrusoAkaJamiri_nan	dig	HrusoAkaJamiri	Hruso Aka (Jamiri)	DIG	1418	ci	tʃi	Simon1993	*taC
HrusoAkaJamiri_nan	dirty	HrusoAkaJamiri	Hruso Aka (Jamiri)	DIRTY	1230	nyits kri nyiu	ɲits+kri+ɲiu	Simon1993	*ni-tɕi
HrusoAkaJamiri_78	dog	HrusoAkaJamiri	Hruso Aka (Jamiri)	DOG	2009	ʃyjo	ʃy+jo	Abraham2018	
HrusoAkaJamiri_198	to dream	HrusoAkaJamiri	Hruso Aka (Jamiri)	DREAM	2374	tʃhimijo	tʃʰi+mi+jo	Abraham2018	*tai-mə
HrusoAkaJamiri_189	to drink	HrusoAkaJamiri	Hruso Aka (Jamiri)	DRINK	1401	thudʒo	tʰu+dʒo	Abraham2018	*tuŋ
HrusoAkaJamiri_270	dry	HrusoAkaJamiri	Hruso Aka (Jamiri)	DRY	1398	kɹo	kɹo	Abraham2018	*mə-ki-laŋ
HrusoAkaJamiri_17	dust	HrusoAkaJamiri	Hruso Aka (Jamiri)	DUST	2	nolmo	nol+mo	Abraham2018	
HrusoAkaJamiri_105	ear	HrusoAkaJamiri	Hruso Aka (Jamiri)	EAR	1247	ʔĕɸə	ʔe+ɸə	Abraham2018	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	EARLY	672	Ø	Ø	Ø	
HrusoAkaJamiri_15	soil/ground	HrusoAkaJamiri	Hruso Aka (Jamiri)	EARTH (SOIL)	1228	no	no	Abraham2018	*naʔ
HrusoAkaJamiri_nan	earthworm	HrusoAkaJamiri	Hruso Aka (Jamiri)	EARTHWORM	2350	Ø	Ø	Ø	
HrusoAkaJamiri_188	to eat	HrusoAkaJamiri	Hruso Aka (Jamiri)	EAT	1336	tʃadʒo	tʃa+dʒo	Abraham2018	*tɕa
HrusoAkaJamiri_88	egg	HrusoAkaJamiri	Hruso Aka (Jamiri)	EGG	744	dʒedʒe	dʒe+dʒe	Abraham2018	*do-riŋ
HrusoAkaJamiri_232	eight	HrusoAkaJamiri	Hruso Aka (Jamiri)	EIGHT	1705	ʃəgdʒə	ʃə+gdʒə	Abraham2018	*sə-giC
HrusoAkaJamiri_103	eye	HrusoAkaJamiri	Hruso Aka (Jamiri)	EYE	1248	ʔiɲi	ʔi+ɲi	Abraham2018	*mə-jaʔ
HrusoAkaJamiri_281	far	HrusoAkaJamiri	Hruso Aka (Jamiri)	FAR	1406	ʔəxə	ʔə+xə	Abraham2018	*mə-rəŋ
HrusoAkaJamiri_130	father	HrusoAkaJamiri	Hruso Aka (Jamiri)	FATHER	1217	ʔau	ʔau	Abraham2018	
HrusoAkaJamiri_nan	body hair or feather	HrusoAkaJamiri	Hruso Aka (Jamiri)	FEATHER	1201	umu	u+mu	SA	*mə-muC
HrusoAkaJamiri_nan	fight	HrusoAkaJamiri	Hruso Aka (Jamiri)	FIGHT	1423	tho-ri	tʰo+ri	Simon1993	*rəj
HrusoAkaJamiri_165	fire	HrusoAkaJamiri	Hruso Aka (Jamiri)	FIRE	221	mi	mi	Abraham2018	*maj
HrusoAkaJamiri_nan	wood	HrusoAkaJamiri	Hruso Aka (Jamiri)	FIREWOOD	10	ʃo	ʃo	Simon1993	*(g)o; firewood = wood
HrusoAkaJamiri_89	fish	HrusoAkaJamiri	Hruso Aka (Jamiri)	FISH	227	tʃhə	tʃʰe	Abraham2018	*trV
HrusoAkaJamiri_229	five	HrusoAkaJamiri	Hruso Aka (Jamiri)	FIVE	493	pom	pom	Abraham2018	*bə-ŋu
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	FLEA	232	Ø	Ø	Ø	
HrusoAkaJamiri_nan	float	HrusoAkaJamiri	Hruso Aka (Jamiri)	FLOAT	1574	Ø	Ø	Ø	
HrusoAkaJamiri_nan	flow	HrusoAkaJamiri	Hruso Aka (Jamiri)	FLOW	2003	Ø	Ø	Ø	
HrusoAkaJamiri_54	flower	HrusoAkaJamiri	Hruso Aka (Jamiri)	FLOWER	239	ʃoba	ʃo+ba	Abraham2018	*mə-boC
HrusoAkaJamiri_178	to fly	HrusoAkaJamiri	Hruso Aka (Jamiri)	FLY (MOVE THROUGH AIR)	1441	odɹo	o+dɹo	Abraham2018	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	FOG	249	Ø	Ø	Ø	
HrusoAkaJamiri_117	leg; foot	HrusoAkaJamiri	Hruso Aka (Jamiri)	FOOT	1301	ʔə̆ʃə̆ku	ʔə+ʃə+ku	Abraham2018	*laj
HrusoAkaJamiri_nan	forest	HrusoAkaJamiri	Hruso Aka (Jamiri)	FOREST	420	səm	səm	Simon1993	
HrusoAkaJamiri_196	to forget	HrusoAkaJamiri	Hruso Aka (Jamiri)	FORGET	1523	khoʃadʒo	kʰo+ʃa+dʒo	Abraham2018	
HrusoAkaJamiri_228	four	HrusoAkaJamiri	Hruso Aka (Jamiri)	FOUR	1500	psə̆xi	psə+xi	Abraham2018	*bə-ləj
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	FOX	1312	Ø	Ø	Ø	
HrusoAkaJamiri_77	frog	HrusoAkaJamiri	Hruso Aka (Jamiri)	FROG	503	ʃedʒa	ʃe+dʒa	Abraham2018	*dʑuC
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	FRONT (PART)	2194	Ø	Ø	Ø	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	FROST	2034	Ø	Ø	Ø	
HrusoAkaJamiri_49	fruit	HrusoAkaJamiri	Hruso Aka (Jamiri)	FRUIT	1507	ʃə̆dʒe	ʃə+dʒe	Abraham2018	*θai
HrusoAkaJamiri_256	full	HrusoAkaJamiri	Hruso Aka (Jamiri)	FULL	1429	gu	gu	Abraham2018	*liŋ
HrusoAkaJamiri_220	to give	HrusoAkaJamiri	Hruso Aka (Jamiri)	GIVE	1447	dʒidʒo	dʒi+dʒo	Abraham2018	*bəj
HrusoAkaJamiri_84	goat	HrusoAkaJamiri	Hruso Aka (Jamiri)	GOAT	1502	khəʃə	kʰə+ʃə	Abraham2018	*se-preN
HrusoAkaJamiri_274	good	HrusoAkaJamiri	Hruso Aka (Jamiri)	GOOD	1035	ʔu	ʔu	Abraham2018	
HrusoAkaJamiri_nan	grass	HrusoAkaJamiri	Hruso Aka (Jamiri)	GRASS	606	tsí	tsə	Simon1993	
HrusoAkaJamiri_288	green	HrusoAkaJamiri	Hruso Aka (Jamiri)	GREEN	1425	dʒju	dʒju	Abraham2018	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	HAIL	609	Ø	Ø	Ø	
HrusoAkaJamiri_102	hair	HrusoAkaJamiri	Hruso Aka (Jamiri)	HAIR	1040	ʔeketʃe	ʔe+ke+tʃe	Abraham2018	*go-pu
HrusoAkaJamiri_nan	body hair or feather	HrusoAkaJamiri	Hruso Aka (Jamiri)	HAIR (BODY)	189	umu	u+mu	SA	*mə-muC
HrusoAkaJamiri_112	hand or arm	HrusoAkaJamiri	Hruso Aka (Jamiri)	HAND	1277	ʔagdʒə	ʔa+gdʒə	Abraham2018	*mə-guC
HrusoAkaJamiri_nan	hard	HrusoAkaJamiri	Hruso Aka (Jamiri)	HARD	1884	goɣou	go+ɣou	Abraham2018	*mə-gaŋ-lo
HrusoAkaJamiri_302	3rd sg. (generic/male)	HrusoAkaJamiri	Hruso Aka (Jamiri)	HE OR SHE OR IT	262	ʔi	ʔi	Abraham2018	*ʔi
HrusoAkaJamiri_99	head	HrusoAkaJamiri	Hruso Aka (Jamiri)	HEAD	1256	ʔekhje	ʔe+kʰje	Abraham2018	*mə-go-kuŋ
HrusoAkaJamiri_183	listen or hear	HrusoAkaJamiri	Hruso Aka (Jamiri)	HEAR	1408	dzəxu	dzə+xu	SA	*rej
HrusoAkaJamiri_124	heart (organ)	HrusoAkaJamiri	Hruso Aka (Jamiri)	HEART	1223	ʔə̆lə̆biu	ʔə+lə+biu	Abraham2018	*mə-luŋ-wəwC
HrusoAkaJamiri_248	heavy	HrusoAkaJamiri	Hruso Aka (Jamiri)	HEAVY	1210	liu	liu	Simon1993	*mə-ləj
HrusoAkaJamiri_nan	here	HrusoAkaJamiri	Hruso Aka (Jamiri)	HERE	136	a-ge	a-gɛ	Simon1993	
HrusoAkaJamiri_nan	hide	HrusoAkaJamiri	Hruso Aka (Jamiri)	HIDE (CONCEAL)	602	laksí-u	lak+sə+u	Simon1993	
HrusoAkaJamiri_nan	high	HrusoAkaJamiri	Hruso Aka (Jamiri)	HIGH	1265	livziu	li+v+ziu	Simon1993	
HrusoAkaJamiri_nan	hold	HrusoAkaJamiri	Hruso Aka (Jamiri)	HOLD	1448	Ø	Ø	Ø	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	HOOF	152	Ø	Ø	Ø	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	HORIZONTAL	2376	Ø	Ø	Ø	
HrusoAkaJamiri_82	horn (of buffalo)	HrusoAkaJamiri	Hruso Aka (Jamiri)	HORN (ANATOMY)	1393	ʔə̆ʃə̆bdʒa	ʔə+ʃə+bdʒa	Abraham2018	*mə-su
HrusoAkaJamiri_nan	horse	HrusoAkaJamiri	Hruso Aka (Jamiri)	HORSE	615	fugra	fu+gra	Simon1993	IA LOAN
HrusoAkaJamiri_272	hot	HrusoAkaJamiri	Hruso Aka (Jamiri)	HOT	1286	ʃu	ʃu	Abraham2018	*tɕaC
HrusoAkaJamiri_238	hundred	HrusoAkaJamiri	Hruso Aka (Jamiri)	HUNDRED	1634	ɸoxa	ɸo+xa	Abraham2018	*bə-luŋ
HrusoAkaJamiri_nan	hunt	HrusoAkaJamiri	Hruso Aka (Jamiri)	HUNT	1435	Ø	Ø	Ø	
HrusoAkaJamiri_132	husband	HrusoAkaJamiri	Hruso Aka (Jamiri)	HUSBAND	1200	ʔəlʃi	ʔəl+ʃi	Abraham2018	
HrusoAkaJamiri_299	1st sg. (I)	HrusoAkaJamiri	Hruso Aka (Jamiri)	I	1209	no	no	Abraham2018	*na(+jaŋ)
HrusoAkaJamiri_nan	ice	HrusoAkaJamiri	Hruso Aka (Jamiri)	ICE	617	Ø	Ø	Ø	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	INSIDE	1606	Ø	Ø	Ø	
HrusoAkaJamiri_221	to kill	HrusoAkaJamiri	Hruso Aka (Jamiri)	KILL	1417	gə	gə	Simon1993	*gajC
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	KNEAD	274	Ø	Ø	Ø	
HrusoAkaJamiri_116	knee	HrusoAkaJamiri	Hruso Aka (Jamiri)	KNEE	1371	í-shi-phí	ə+ʃi+pʰə	Simon1993	
HrusoAkaJamiri_159	knife (to cut meat)	HrusoAkaJamiri	Hruso Aka (Jamiri)	KNIFE	1352	ve-tsí	ve+tsə	Simon1993	*vaj-tsuŋ
HrusoAkaJamiri_195	to know	HrusoAkaJamiri	Hruso Aka (Jamiri)	KNOW (SOMETHING)	1410	d̪aŋxudʒo	daŋ+xu+dʒo	Abraham2018	*ni
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	LAKE	624	Ø	Ø	Ø	
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	LATE	477	Ø	Ø	Ø	
HrusoAkaJamiri_192	to laugh	HrusoAkaJamiri	Hruso Aka (Jamiri)	LAUGH	1355	tʃhəjo	tʃʰə+jo	Abraham2018	*toC
HrusoAkaJamiri_45	leaf	HrusoAkaJamiri	Hruso Aka (Jamiri)	LEAF	628	ʔə̆xe	ʔə+xe	Abraham2018	*mə-rajC
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	LEARN	504	Ø	Ø	Ø	
HrusoAkaJamiri_284	left	HrusoAkaJamiri	Hruso Aka (Jamiri)	LEFT	244	ɸovo	ɸo+vo	Abraham2018	
HrusoAkaJamiri_nan	lick	HrusoAkaJamiri	Hruso Aka (Jamiri)	LICK	319	Ø	Ø	Ø	
HrusoAkaJamiri_176	to rest	HrusoAkaJamiri	Hruso Aka (Jamiri)	LIE DOWN	215	ʔə̆xə	ʔə+xə	Abraham2018	
HrusoAkaJamiri_249	light (not heavy)	HrusoAkaJamiri	Hruso Aka (Jamiri)	LIGHT (WEIGHT)	1052	lə̆to	lə+to	Abraham2018	*mə-lə-taŋ
HrusoAkaJamiri_nan	Ø	HrusoAkaJamiri	Hruso Aka (Jamiri)	LIP	478	Ø	Ø	Ø	
HrusoAkaJamiri_nan	liver/lungs	HrusoAkaJamiri	Hruso Aka (Jamiri)	LIVER	1224	ědju	e+dju	Simon1993	*mə-θin LIVER
HrusoAkaJamiri_246	long	HrusoAkaJamiri	Hruso Aka (Jamiri)	LONG	1203	pʃu	pʃu	Abraham2018	*mə-pjaŋ
HrusoAkaJamiri_nan	louse	HrusoAkaJamiri	Hruso Aka (Jamiri)	LOUSE	1392	ʃə	ʃə	Simon1993	*saC
HrusoAkaJamiri_nan	liver/lungs	HrusoAkaJamiri	Hruso Aka (Jamiri)	LUNG	688	ědju	e+dju	Simon1993	*mə-θin LIVER
HrusoAkaJamiri_128	man	HrusoAkaJamiri	Hruso Aka (Jamiri)	MALE PERSON	2106	mə̆hu	mə+hu	Abraham2018	*niC
