RID	CONCEPT	CONCEPTICON_IN_SAGART	CONCEPTICON_GLOSS	PARAMETER_ID	CONCEPTICON_ID	DOCULECT	VALUE	FORM	SOURCE	NOTES
262	156_therain	the rain	RAIN (PRECIPITATION)	156_therain	658	Wenlang Cuona Menba	nɑm˧˥	nɑm35	Lu1986	
263	163_theroad	the road	ROAD	163_theroad	667	Wenlang Cuona Menba	lem35daŋ55		Lu2002	
264	164_theroot	the root	ROOT	164_theroot	670	Wenlang Cuona Menba	tsa55		Lu2002	
265	165_therope	the rope	ROPE	165_therope	1218	Wenlang Cuona Menba	thek55pa55		Lu2002	
266	168_thesalt	the salt	SALT	168_thesalt	1274	Wenlang Cuona Menba	tsha55		Lu2002	
267	170_thesand	the sand	SAND	170_thesand	671	Wenlang Cuona Menba	dʑe35ma55		Lu2002	
268	174_theseed	the seed	SEED	174_theseed	714	Wenlang Cuona Menba	la55		Lu2002	
269	250_theshit	the shit	SHIT (DEFECATE)	250_theshit	676	Wenlang Cuona Menba	ɲiŋ35		Lu2002	
270	180_theshoulder	the shoulder	SHOULDER	180_theshoulder	1482	Wenlang Cuona Menba	pum55pa55		Lu2002	
271	185_theskin	the skin	SKIN	185_theskin	763	Wenlang Cuona Menba	phiu55		Lu2002	
272	186_thesky	the sky	SKY	186_thesky	1732	Wenlang Cuona Menba	nam53		Lu2002	
273	190_thesmoke	the smoke	SMOKE (EXHAUST)	190_thesmoke	778	Wenlang Cuona Menba	me35gun55		Lu2002	
274	192_thesnake	the snake	SNAKE	192_thesnake	730	Wenlang Cuona Menba	mu35ri55		Lu2002	
275	193_thesnow	the snow	SNOW	193_thesnow	784	Wenlang Cuona Menba	khɑ˥wɑ˥	khɑ55wɑ55	Lu1986	
276	195_theson	the son	SON	195_theson	1620	Wenlang Cuona Menba	bu35		Lu2002	
277	197_thespider	the spider	SPIDER	197_thespider	843	Wenlang Cuona Menba	kaŋ55pra55mo55		Lu2002	
278	200_thestar	the star	STAR	200_thestar	1430	Wenlang Cuona Menba	kar55ma55		Lu2002	
279	202_thestick	the stick	STICK	202_thestick	1295	Wenlang Cuona Menba	khar55ba53		Lu2002	
280	203_thestoneapieceof	the stone (a piece of)	STONE	203_thestoneapieceof	857	Wenlang Cuona Menba	gor35		Lu2002	
281	205_thesun	the sun	SUN	205_thesun	1343	Wenlang Cuona Menba	plaŋ55		Lu2002	
282	206_thetail	the tail	TAIL	206_thetail	1220	Wenlang Cuona Menba	khrek55		Lu2002	
283	211_thethigh	the thigh	UPPER LEG (THIGH)	211_thethigh	471	Wenlang Cuona Menba				
284	218_thethunder	the thunder	THUNDER	218_thethunder	1150	Wenlang Cuona Menba	bruk35		Lu2002	
285	222_thetongue	the tongue	TONGUE	222_thetongue	1205	Wenlang Cuona Menba	le55		Lu2002	
286	223_thetoothfront	the tooth (front)	TOOTH	223_thetoothfront	1380	Wenlang Cuona Menba	wa55		Lu2002	
287	229_thewater	the water	WATER	229_thewater	948	Wenlang Cuona Menba	tshi55		Lu2002	
288	238_thewind	the wind	WIND	238_thewind	960	Wenlang Cuona Menba	xrot˥	xrot55	Lu1986	
289	239_thewing	the wing	WING	239_thewing	1257	Wenlang Cuona Menba	ɕom55pek55		Lu2002	
290	242_thewoman	the woman	WOMAN	242_thewoman	962	Wenlang Cuona Menba	mø35tsha55		Lu2002	
291	245_theyear	the year	YEAR	245_theyear	1226	Wenlang Cuona Menba	niŋ55		Lu2002	
292	210_thick	thick	THICK	210_thick	1244	Wenlang Cuona Menba	tuk55po55		Lu2002	
293	212_thinobject	thin (object)	THIN (OF SHAPE OF OBJECT)	212_thinobject	2249	Wenlang Cuona Menba	ŋra35pu55		Lu2002	
294	215_thousecondpersonsingular	thou [second person singular]	THOU	215_thousecondpersonsingular	1215	Wenlang Cuona Menba	i55		Lu2002	
295	216_three	three	THREE	216_three	492	Wenlang Cuona Menba	som55		Lu2002	
296	13_tobite	to bite	BITE	13_tobite	1403	Wenlang Cuona Menba	ŋom55mu55		Lu2002	
297	21_toburnintransitive	to burn [intransitive]	BURNING	21_toburnintransitive	1428	Wenlang Cuona Menba				
298	22_tobuy	to buy	BUY	22_tobuy	1869	Wenlang Cuona Menba	ɲeu35		Lu2002	
299	23_tochew	to chew	CHEW	23_tochew	321	Wenlang Cuona Menba	ŋlak35		Lu2002	
300	27_tocome	to come	COME	27_tocome	1446	Wenlang Cuona Menba	gai35		Lu2002	
301	29_tocount	to count	COUNT	29_tocount	1420	Wenlang Cuona Menba	tsi55		Lu2002	
302	30_tocryweep	to cry (weep)	CRY	30_tocryweep	1839	Wenlang Cuona Menba	ŋru35		Lu2002	
303	34_todie	to die	DIE	34_todie	1494	Wenlang Cuona Menba	ɕiu55		Lu2002	
304	35_todig	to dig	DIG	35_todig	1418	Wenlang Cuona Menba	ko55pu55		Lu2002	
305	39_todrink	to drink	DRINK	39_todrink	1401	Wenlang Cuona Menba	thoŋ55ɲa55		Lu2002	
306	46_toeat	to eat	EAT	46_toeat	1336	Wenlang Cuona Menba	za35		Lu2002	
307	53_tofight	to fight	FIGHT	53_tofight	1423	Wenlang Cuona Menba	tet55tet55ma55		Lu2002	
308	62_toflymovethroughair	to fly (move through air)	FLY (MOVE THROUGH AIR)	62_toflymovethroughair	1441	Wenlang Cuona Menba	phen55		Lu2002	
309	66_toforget	to forget	FORGET	66_toforget	1523	Wenlang Cuona Menba	ŋat35ɲi55		Lu2002	
310	74_togive	to give	GIVE	74_togive	1447	Wenlang Cuona Menba				
311	85_tohear	to hear	HEAR	85_tohear	1408	Wenlang Cuona Menba	ɲa35na55		Lu2002	
312	89_tohideconceal	to hide (conceal)	HIDE (CONCEAL)	89_tohideconceal	602	Wenlang Cuona Menba	phi55		Lu2002	
313	91_tohold	to hold	HOLD	91_tohold	1448	Wenlang Cuona Menba	zuŋ35		Lu2002	
314	104_tokill	to kill	KILL	104_tokill	1417	Wenlang Cuona Menba	sot53		Lu2002	
315	111_tolaugh	to laugh	LAUGH	111_tolaugh	1355	Wenlang Cuona Menba	git35tha55ru55		Lu2002	
316	115_tolick	to lick	LICK	115_tolick	319	Wenlang Cuona Menba	ŋlɑk˧˥	ŋlɑk35	Lu1986	
317	153_toplay	to play	PLAY	153_toplay	1413	Wenlang Cuona Menba	wa35thoŋ55		Lu2002	
318	155_topush	to push	PUSH	155_topush	1452	Wenlang Cuona Menba	to˥gɑ˥	to55gɑ55	Lu1986	
319	159_toresidelive	to reside (live)	DWELL (LIVE, RESIDE)	159_toresidelive	363	Wenlang Cuona Menba	zu35ga35		Lu2002	
320	171_toscratch	to scratch	SCRATCH	171_toscratch	1436	Wenlang Cuona Menba	re˧˥	re35	Lu1986	
321	173_tosee	to see	SEE	173_tosee	1409	Wenlang Cuona Menba	toŋ55ŋu55		Lu2002	
322	178_toshootanarrow	to shoot (an arrow)	SHOOT	178_toshootanarrow	1172	Wenlang Cuona Menba	phoŋ55		Lu2002	
323	183_tosing	to sing	SING	183_tosing	1261	Wenlang Cuona Menba	ʨe35thoŋ55ŋa55		Lu2002	
324	187_tosleep	to sleep	SLEEP	187_tosleep	1585	Wenlang Cuona Menba	ɲe35		Lu2002	
325	189_tosmellperceiveodortransitive	to smell (perceive odor) [transitive]	SMELL (PERCEIVE)	189_tosmellperceiveodortransitive	1586	Wenlang Cuona Menba	nem35do55		Lu2002	
326	198_tospit	to spit	SPIT	198_tospit	1440	Wenlang Cuona Menba	gop35		Lu2002	
327	199_tostand	to stand	STAND	199_tostand	1442	Wenlang Cuona Menba	laŋ55ŋa55		Lu2002	
328	201_tosteal	to steal	STEAL	201_tosteal	713	Wenlang Cuona Menba	kun55		Lu2002	
329	213_tothinkreflect	to think (reflect)	THINK (REFLECT)	213_tothinkreflect	1415	Wenlang Cuona Menba	sem55dʐa35thaŋ55		Lu2002	
330	217_tothrow	to throw	THROW	217_tothrow	1456	Wenlang Cuona Menba	wat35		Lu2002	
331	227_tovomit	to vomit	VOMIT	227_tovomit	1278	Wenlang Cuona Menba	gop35		Lu2002	
332	228_towalk	to walk	WALK	228_towalk	1443	Wenlang Cuona Menba	ga35la55		Lu2002	
333	240_towipe	to wipe	WIPE	240_towipe	1454	Wenlang Cuona Menba	tɕhi55		Lu2002	
334	226_two	two	TWO	226_two	1498	Wenlang Cuona Menba	nai35		Lu2002	
335	231_wet	wet	WET	231_wet	1726	Wenlang Cuona Menba	dʑap35dʑap35		Lu2002	
336	235_white	white	WHITE	235_white	1335	Wenlang Cuona Menba	khe55ru55		Lu2002	
337	236_who	who	WHO	236_who	1235	Wenlang Cuona Menba	su55		Lu2002	
338	246_yellow	yellow	YELLOW	246_yellow	1424	Wenlang Cuona Menba	ser55pu55		Lu2002	
339	55_firewood	firewood	FIREWOOD	55_firewood	10	Mama Cuona Menba			Lu1986	
340	55_firewood	firewood	FIREWOOD	55_firewood	10	Wenlang Cuona Menba			Lu1986	
341	145_noon	noon	MIDDAY	145_noon	12	Mama Cuona Menba	ȵin˧˥kuŋ˥	ȵin35kuŋ55	Lu1986	
342	145_noon	noon	MIDDAY	145_noon	12	Wenlang Cuona Menba	ȵin˧˥~ʑuŋ˧˥kɑ˥	ȵin35	Lu1986	
343	149_theotter	the otter	OTTER	149_theotter	15	Mama Cuona Menba	tʂAm˥˧	tʂAm53	Lu1986	
344	149_theotter	the otter	OTTER	149_theotter	15	Wenlang Cuona Menba	tsɑm˥	tsɑm55	Lu1986	
345	208_that	that	THAT	208_that	78	Mama Cuona Menba	mo˧˥	mo35	Lu1986	
346	208_that	that	THAT	208_that	78	Wenlang Cuona Menba	o˥mo˥	o55mo55	Lu1986	
347	2_all	all	ALL	2_all	98	Mama Cuona Menba	tsAŋ˥mA˥˧~kA˧˥ne˥	tsAŋ55mA53	Lu1986	
348	2_all	all	ALL	2_all	98	Wenlang Cuona Menba	ge˧˥kɑ˧˥	ge35kɑ35	Lu1986	
349	88_here	here	HERE	88_here	136	Mama Cuona Menba	tso˧˥ko˥˧	tso35ko53	Lu1986	
350	88_here	here	HERE	88_here	136	Wenlang Cuona Menba	tso˥ko˥	tso55ko55	Lu1986	
351	92_thehoof	the hoof	HOOF	92_thehoof	152	Mama Cuona Menba	ne˧˥wA˥˧	ne35wA53	Lu1986	
352	92_thehoof	the hoof	HOOF	92_thehoof	152	Wenlang Cuona Menba	ȵo˧˥ɕup˥	ȵo35ɕup55	Lu1986	
353	16_toblowofwind	to blow (of wind)	BLOW (OF WIND)	16_toblowofwind	175	Mama Cuona Menba	thoʔ˥˧	thoʔ53	Lu1986	
354	16_toblowofwind	to blow (of wind)	BLOW (OF WIND)	16_toblowofwind	175	Wenlang Cuona Menba	re˧˥	re35	Lu1986	
355	17_thebodyhairhairorfur	the body hair (hair or fur)	HAIR (BODY)	17_thebodyhairhairorfur	189	Mama Cuona Menba	pu˥˧	pu53	Lu1986	fur
356	17_thebodyhairhairorfur	the body hair (hair or fur)	HAIR (BODY)	17_thebodyhairhairorfur	189	Wenlang Cuona Menba	pu˥	pu55	Lu1986	fur
357	116_toliedown	to lie down	LIE DOWN	116_toliedown	215	Mama Cuona Menba			Lu1986	
358	116_toliedown	to lie down	LIE DOWN	116_toliedown	215	Wenlang Cuona Menba			Lu1986	
359	58_theflea	the flea	FLEA	58_theflea	232	Mama Cuona Menba	liu˥	liu55	Lu1986	
360	58_theflea	the flea	FLEA	58_theflea	232	Wenlang Cuona Menba	liu˥	liu55	Lu1986	
361	63_thefog	the fog	FOG	63_thefog	249	Mama Cuona Menba	sA˥cAʔ˥˧	sA55cAʔ53	Lu1986	
362	63_thefog	the fog	FOG	63_thefog	249	Wenlang Cuona Menba	sɑ˥tɕɑ˥	sɑ55tɕɑ55	Lu1986	
363	144_thenit	the nit	NIT	144_thenit	267	Mama Cuona Menba	ʂu˥˧	ʂu53	Lu1986	
364	144_thenit	the nit	NIT	144_thenit	267	Wenlang Cuona Menba	ʂu˥	ʂu55	Lu1986	
365	105_toknead	to knead	KNEAD	105_toknead	274	Mama Cuona Menba	nuʔ˥˧	nuʔ53	Lu1986	
366	105_toknead	to knead	KNEAD	105_toknead	274	Wenlang Cuona Menba	nu˥gɑ˥	nu55gɑ55	Lu1986	
367	182_thesickle	the sickle	SICKLE	182_thesickle	341	Mama Cuona Menba	ŋA:˧˥zɔr˧˥	ŋA:35zɔr35	Lu1986	
368	182_thesickle	the sickle	SICKLE	182_thesickle	341	Wenlang Cuona Menba	ŋɑ˧˥zor˧˥	ŋɑ35zor35	Lu1986	
369	110_late	late	LATE	110_late	477	Mama Cuona Menba	jyt˧˥po˥˧	jyt53po53	Lu1986	
370	110_late	late	LATE	110_late	477	Wenlang Cuona Menba	ʑyr˧˥po˥	ʑyr35po55	Lu1986	
371	118_thelipthelips	the lip (the lips)	LIP	118_thelipthelips	478	Mama Cuona Menba	tɕhu˥tɔ˥men˥˧	tɕhu55tɔ55men53	Lu1986	
372	118_thelipthelips	the lip (the lips)	LIP	118_thelipthelips	478	Wenlang Cuona Menba	tɕhuŋ˥min˥	tɕhuŋ55min55	Lu1986	
373	181_shy	shy	SHY	181_shy	487	Mama Cuona Menba			Lu1986	
374	181_shy	shy	SHY	181_shy	487	Wenlang Cuona Menba			Lu1986	
375	113_tolearn	to learn	LEARN	113_tolearn	504	Mama Cuona Menba	lop˥˧	lop53	Lu1986	
376	113_tolearn	to learn	LEARN	113_tolearn	504	Wenlang Cuona Menba	lop˥	lop55	Lu1986	
377	241_thewolf	the wolf	WOLF	241_thewolf	522	Mama Cuona Menba	ɕAŋ˥ku˥˧	ɕAŋ55ku53	Lu1986	
378	241_thewolf	the wolf	WOLF	241_thewolf	522	Wenlang Cuona Menba	pha˥ra˥	pha55ra55	Lu1986	
379	77_thegrass	the grass	GRASS	77_thegrass	606	Mama Cuona Menba	ŋøn˥	ŋøn55	Lu1986	
380	77_thegrass	the grass	GRASS	77_thegrass	606	Wenlang Cuona Menba	ŋon˥	ŋon55	Lu1986	
381	95_thehorse	the horse	HORSE	95_thehorse	615	Mama Cuona Menba	te˥˧	te53	Lu1986	
382	95_thehorse	the horse	HORSE	95_thehorse	615	Wenlang Cuona Menba	te˥	te55	Lu1986	
383	102_theice	the ice	ICE	102_theice	617	Mama Cuona Menba	chen˥˧	chen53	Lu1986	
384	102_theice	the ice	ICE	102_theice	617	Wenlang Cuona Menba	tɕhɑk˥ȵi˥	tɕhɑk55ȵi55	Lu1986	
385	109_thelake	the lake	LAKE	109_thelake	624	Mama Cuona Menba	tshɔ˥˧	tshɔ53	Lu1986	
386	109_thelake	the lake	LAKE	109_thelake	624	Wenlang Cuona Menba	tsho˥	tsho55	Lu1986	
387	162_theriver	the river	RIVER	162_theriver	666	Mama Cuona Menba	tshi˥˧tA˥˧	tshi53tA53	Lu1986	
388	162_theriver	the river	RIVER	162_theriver	666	Wenlang Cuona Menba	luŋ˥tɕhu˥	luŋ55tɕhu55	Lu1986	
389	43_early	early	EARLY	43_early	672	Mama Cuona Menba	ȵen˥po˥˧	ȵen55po53	Lu1986	
390	43_early	early	EARLY	43_early	672	Wenlang Cuona Menba	ŋe˥nɑ˥	ŋe55nɑ55	Lu1986	
391	31_dark	dark	DARK	31_dark	706	Mama Cuona Menba	pleŋ˧˥pho˥˧	pleŋ35pho53	Lu1986	
392	31_dark	dark	DARK	31_dark	706	Wenlang Cuona Menba	mi˧˥na˥	mi35na55	Lu1986	
393	244_tosowbroadcastscatterseeds	to sow (broadcast, scatter seeds)	SOW SEEDS	244_tosowbroadcastscatterseeds	748	Mama Cuona Menba	tɔr˥	tɔr55	Lu1986	
394	244_tosowbroadcastscatterseeds	to sow (broadcast, scatter seeds)	SOW SEEDS	244_tosowbroadcastscatterseeds	748	Wenlang Cuona Menba	tor˥	tor55	Lu1986	
395	219_thetiger	the tiger	TIGER	219_thetiger	846	Mama Cuona Menba	tAʔ˥˧	tAʔ53	Lu1986	
396	219_thetiger	the tiger	TIGER	219_thetiger	846	Wenlang Cuona Menba	tɑ˥	tɑ55	Lu1986	
397	224_thetree	the tree	TREE	224_thetree	906	Mama Cuona Menba	ɕeŋ˥mA˥˧	ɕeŋ55mA53	Lu1986	
398	224_thetree	the tree	TREE	224_thetree	906	Wenlang Cuona Menba	ɕeŋ˥	ɕeŋ55	Lu1986	
399	7_thebarleytibetanorhighland	the barley (tibetan or highland)	BARLEY	7_thebarleytibetanorhighland	932	Mama Cuona Menba	nAʔ˧˥	nAʔ35	Lu1986	
400	7_thebarleytibetanorhighland	the barley (tibetan or highland)	BARLEY	7_thebarleytibetanorhighland	932	Wenlang Cuona Menba	ne˧˥	ne35	Lu1986	
401	233_thewheat	the wheat	WHEAT	233_thewheat	1077	Mama Cuona Menba	kɔ˥˧	kɔ53	Lu1986	
402	233_thewheat	the wheat	WHEAT	233_thewheat	1077	Wenlang Cuona Menba	dʐo˧˥	dʐo35	Lu1986	
403	169_salty	salty	SALTY	169_salty	1091	Mama Cuona Menba	tshA˥˧ku˥˧	tshA53ku53	Lu1986	
404	169_salty	salty	SALTY	169_salty	1091	Wenlang Cuona Menba	tshɑ˥khau˥	tshɑ55khau55	Lu1986	
405	230_wefirstpersonpluralinclusive	we [first person plural inclusive]	WE (INCLUSIVE)	230_wefirstpersonpluralinclusive	1131	Mama Cuona Menba	ŋA˧˥tAŋ˥˧	ŋA35tAŋ53	Lu1986	
406	230_wefirstpersonpluralinclusive	we [first person plural inclusive]	WE (INCLUSIVE)	230_wefirstpersonpluralinclusive	1131	Wenlang Cuona Menba	ŋɑ˧˥tɑŋ˥	ŋɑ35tɑŋ55	Lu1986	
407	247_yesterday	yesterday	YESTERDAY	247_yesterday	1174	Mama Cuona Menba	dAŋ˧˥	dAŋ35	Lu1986	
408	247_yesterday	yesterday	YESTERDAY	247_yesterday	1174	Wenlang Cuona Menba	dɑŋ˧˥	dɑŋ35	Lu1986	
409	237_thewife	the wife	WIFE	237_thewife	1199	Mama Cuona Menba	pAk˧˥ser˥	pAk35ser55	Lu1986	
410	237_thewife	the wife	WIFE	237_thewife	1199	Wenlang Cuona Menba	bak˧˥sɑr˥	bak35sɑr55	Lu1986	
411	100_thehusband	the husband	HUSBAND	100_thehusband	1200	Mama Cuona Menba	mAk˧˥po˥˧	mAk35po53	Lu1986	
412	100_thehusband	the husband	HUSBAND	100_thehusband	1200	Wenlang Cuona Menba	za˧˥tshaŋ˥	za35tshaŋ55	Lu1986	
413	52_thefeather	the feather	FEATHER	52_thefeather	1201	Mama Cuona Menba	krɔ˧˥	krɔ35	Lu1986	
414	52_thefeather	the feather	FEATHER	52_thefeather	1201	Wenlang Cuona Menba	khɑ˥pu˥	khɑ55pu55	Lu1986	
415	249_young	young	YOUNG	249_young	1207	Mama Cuona Menba	nA˧˥ɕøn˥	nA35ɕøn55	Lu1986	
416	249_young	young	YOUNG	249_young	1207	Wenlang Cuona Menba	nɑ˧˥ʑøn˥	nɑ35ʑøn55	Lu1986	
417	248_yousecondpersonplural	you [second person plural]	YOU	248_yousecondpersonplural	1213	Mama Cuona Menba	ʔe˥˧rAʔ˥˧	ʔe53rAʔ53	Lu1986	
418	248_yousecondpersonplural	you [second person plural]	YOU	248_yousecondpersonplural	1213	Wenlang Cuona Menba	e˥rɑ˥	e55rɑ55	Lu1986	
419	214_this	this	THIS	214_this	1214	Mama Cuona Menba	tso˧˥	tso35	Lu1986	
420	214_this	this	THIS	214_this	1214	Wenlang Cuona Menba	o˥tso˥	o55tso55	Lu1986	
421	131_themother	the mother	MOTHER	131_themother	1216	Mama Cuona Menba	ʔA˥mA˥˧	ʔA55mA53	Lu1986	
422	131_themother	the mother	MOTHER	131_themother	1216	Wenlang Cuona Menba	ɑ˥mɑ˥	ɑ55mɑ55	Lu1986	
423	51_thefather	the father	FATHER	51_thefather	1217	Mama Cuona Menba	ʔA˥pA˥˧	ʔA55pA53	Lu1986	
424	51_thefather	the father	FATHER	51_thefather	1217	Wenlang Cuona Menba	ɑ˥pɑ˥	ɑ55pɑ55	Lu1986	
425	191_smooth	smooth	SMOOTH	191_smooth	1234	Mama Cuona Menba	num˥tshir˥	num55tshir55	Lu1986	
426	191_smooth	smooth	SMOOTH	191_smooth	1234	Wenlang Cuona Menba	te˥nɑ˥me˥mo˥	te55nɑ55me55mo55	Lu1986	
427	232_what	what	WHAT	232_what	1236	Mama Cuona Menba	tsi˧˥	tsi35	Lu1986	
428	232_what	what	WHAT	232_what	1236	Wenlang Cuona Menba	zi˧˥jɑ˥	zi35jɑ55	Lu1986	
429	234_where	where	WHERE	234_where	1237	Mama Cuona Menba	kA˧˩to˥˧	kA31to53	Lu1986	
430	234_where	where	WHERE	234_where	1237	Wenlang Cuona Menba	gɑ˧˥tɕe˥	gɑ35tɕe55	Lu1986	
431	90_hightall	high / tall	HIGH	90_hightall	1265	Mama Cuona Menba	thɔ˥po˥˧	thɔ55po53	Lu1986	
432	90_hightall	high / tall	HIGH	90_hightall	1265	Wenlang Cuona Menba	thyn˥pu˥	thyn55pu55	Lu1986	
433	138_narrow	narrow	NARROW	138_narrow	1267	Mama Cuona Menba	khA˥ɕAŋ˥priu˥˧	khA55ɕAŋ55priu53	Lu1986	
434	138_narrow	narrow	NARROW	138_narrow	1267	Wenlang Cuona Menba	pir˥tɕoŋ˥	pir55tɕoŋ55	Lu1986	
435	220_today	today	TODAY	220_today	1283	Mama Cuona Menba	tA˧˩ɕi˥˧	tA31ɕi53	Lu1986	
436	220_today	today	TODAY	220_today	1283	Wenlang Cuona Menba	dɑ˧˥ɕi˥	dɑ35ɕi55	Lu1986	
437	5_bad	bad	BAD	5_bad	1292	Mama Cuona Menba	tuk˧˥po˥˧	tuk35po53	Lu1986	
438	5_bad	bad	BAD	5_bad	1292	Wenlang Cuona Menba	gok˧˥pɑ˥	gok35pɑ55	Lu1986	
439	24_thechildyounghuman	the child (young human)	CHILD (YOUNG HUMAN)	24_thechildyounghuman	1304	Mama Cuona Menba	pu˧˥sA˥˧	pu35sA53	Lu1986	
440	24_thechildyounghuman	the child (young human)	CHILD (YOUNG HUMAN)	24_thechildyounghuman	1304	Wenlang Cuona Menba	bu˧˥tsɑ˥	bu35tsɑ55	Lu1986	
441	68_thefox	the fox	FOX	68_thefox	1312	Mama Cuona Menba	ʔoː˥mo˥˧	ʔoː55mo53	Lu1986	
442	68_thefox	the fox	FOX	68_thefox	1312	Wenlang Cuona Menba	wɑ˧˥mo˥	wɑ35mo55	Lu1986	
443	221_tomorrow	tomorrow	TOMORROW	221_tomorrow	1329	Mama Cuona Menba	nA˧˩neŋ˥	nA31neŋ55	Lu1986	
444	221_tomorrow	tomorrow	TOMORROW	221_tomorrow	1329	Wenlang Cuona Menba	no˧˥gor˧˥	no35gor35	Lu1986	
445	177_thesheep	the sheep	SHEEP	177_thesheep	1331	Mama Cuona Menba	rA˧˥jeŋ˧˥	rA35jeŋ35	Lu1986	
446	177_thesheep	the sheep	SHEEP	177_thesheep	1331	Wenlang Cuona Menba	rɑ˧˥jeŋ˧˥	rɑ35jeŋ35	Lu1986	
447	107_knife	knife	KNIFE	107_knife	1352	Mama Cuona Menba	chau˥˧	chau53	Lu1986	
448	107_knife	knife	KNIFE	107_knife	1352	Wenlang Cuona Menba	tɕhu˥bu˥	tɕhu55bu55	Lu1986	
449	32_thedaughter	the daughter	DAUGHTER	32_thedaughter	1357	Mama Cuona Menba	pu˧˥mo˥˧	pu35mo53	Lu1986	
450	32_thedaughter	the daughter	DAUGHTER	32_thedaughter	1357	Wenlang Cuona Menba	bu˧˥min˥	bu35min55	Lu1986	
451	108_toknowsomething	to know (something)	KNOW (SOMETHING)	108_toknowsomething	1410	Mama Cuona Menba	khAn˥ni˥˧	khAn55ni53	Lu1986	
452	108_toknowsomething	to know (something)	KNOW (SOMETHING)	108_toknowsomething	1410	Wenlang Cuona Menba	jik˧˥tɕhe˥	jik35tɕhe55	Lu1986	
453	8_tobealive	to be alive	BE ALIVE	8_tobealive	1422	Mama Cuona Menba	søn˥po˥˧	søn55po53	Lu1986	
454	8_tobealive	to be alive	BE ALIVE	8_tobealive	1422	Wenlang Cuona Menba	son˥po˥	son55po55	Lu1986	
455	99_tohunt	to hunt	HUNT	99_tohunt	1435	Mama Cuona Menba	ri˧˥tAʔ˥˧jA˥˧	ri35tAʔ53jA53	Lu1986	
456	99_tohunt	to hunt	HUNT	99_tohunt	1435	Wenlang Cuona Menba	ŋon˥biu˧˥	ŋon55biu35	Lu1986	
457	154_topull	to pull	PULL	154_topull	1455	Mama Cuona Menba	ʂe˥re˧˥ta˧˩	ʂe55re35ta31	Lu1986	
458	154_topull	to pull	PULL	154_topull	1455	Wenlang Cuona Menba	tɕu˥gu˥	tɕu55gu55	Lu1986	
459	172_thesea	the sea	SEA	172_thesea	1474	Mama Cuona Menba	tshɔ˥˧tA˥˧	tshɔ53tA53	Lu1986	
460	172_thesea	the sea	SEA	172_thesea	1474	Wenlang Cuona Menba	tsho˥	tsho55	Lu1986	
461	10_belowunder	below, under	BELOW OR UNDER	10_belowunder	1485	Mama Cuona Menba	mAr˥	mAr55	Lu1986	
462	10_belowunder	below, under	BELOW OR UNDER	10_belowunder	1485	Wenlang Cuona Menba	wa˥ka˥	wa55ka55	Lu1986	
463	152_toplantvegetalsrice	to plant (vegetals, rice)	PLANT (SOMETHING)	152_toplantvegetalsrice	1486	Mama Cuona Menba	tɕut˥	tɕut55	Lu1986	
464	152_toplantvegetalsrice	to plant (vegetals, rice)	PLANT (SOMETHING)	152_toplantvegetalsrice	1486	Wenlang Cuona Menba	keu˥	keu55	Lu1986	
465	130_themosquito	the mosquito	MOSQUITO	130_themosquito	1509	Mama Cuona Menba	tɕut˧˥pA˥˧kAŋ˥riŋ˧˥	tɕut35pA53kAŋ55riŋ35	Lu1986	
466	130_themosquito	the mosquito	MOSQUITO	130_themosquito	1509	Wenlang Cuona Menba	phu˥li˥	phu55li55	Lu1986	
467	167_torun	to run	RUN	167_torun	1519	Mama Cuona Menba	pir˧˥	pir35	Lu1986	
468	167_torun	to run	RUN	167_torun	1519	Wenlang Cuona Menba	tɕhuŋ˥	tɕhuŋ55	Lu1986	
469	59_tofloat	to float	FLOAT	59_tofloat	1574	Mama Cuona Menba	haŋ˥jɑ˧˥	haŋ55jɑ35	Lu1986	
470	59_tofloat	to float	FLOAT	59_tofloat	1574	Wenlang Cuona Menba	bon˧˥	bon35	Lu1986	
471	98_hundred	hundred	HUNDRED	98_hundred	1634	Mama Cuona Menba	chɛʔ˥˧le˧˩ŋe˥˧	chɛʔ53le31ŋe53	Lu1986	
472	98_hundred	hundred	HUNDRED	98_hundred	1634	Wenlang Cuona Menba	khɑi˥le˧˥ŋɑ˥	khɑi55le35ŋɑ55	Lu1986	
473	225_twenty	twenty	TWENTY	225_twenty	1710	Mama Cuona Menba	khA˥li˥˧	khA55li53	Lu1986	
474	225_twenty	twenty	TWENTY	225_twenty	1710	Wenlang Cuona Menba	khɑ˥li˥	khɑ55li55	Lu1986	
475	28_correctright	correct (right)	CORRECT (RIGHT)	28_correctright	1725	Mama Cuona Menba	tAk˧˥po˥˧	tAk35po53	Lu1986	
476	28_correctright	correct (right)	CORRECT (RIGHT)	28_correctright	1725	Wenlang Cuona Menba	jɑŋ˧˥dɑk˧˥pɑ˥	jɑŋ35dɑk35pɑ55	Lu1986	
477	157_therainbow	the rainbow	RAINBOW	157_therainbow	1733	Mama Cuona Menba	ȵA˥˧	ȵA53	Lu1986	
478	157_therainbow	the rainbow	RAINBOW	157_therainbow	1733	Wenlang Cuona Menba	dʑɑ˧˥	dʑɑ35	Lu1986	
479	1_above	above	ABOVE	1_above	1741	Mama Cuona Menba	jAr˥	jAr55	Lu1986	
480	1_above	above	ABOVE	1_above	1741	Wenlang Cuona Menba	ȵa˧˥ka˥	ȵa35ka55	Lu1986	
