ID	RID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	LOAN	COGID	NOTE	ALIGNMENT
1503	1503	36_dirty	dirty	Byangsi	Byangsi	kʰiːtɛ	kʰ.iː.t.ɛ	kʰ iː t ɛ	byan1241	1230	29.583838	80.22309		FALSE	334		
1504	1504	36_dirty	dirty	Chaozhou	Chaozhou Chinese	tsʰi³³i⁵⁵	tsʰ.i.³³.i.⁵⁵	tsʰ i ³³ i ⁵⁵	chao1238	1230	23.657699	116.622317		FALSE	1635		
1505	1505	36_dirty	dirty	Chaozhou	Chaozhou Chinese	laʔ⁵₂sap²	l.a.ʔ.⁵₂.s.a.p.²	l a ʔ ⁵/² s a p ²	chao1238	1230	23.657699	116.622317		FALSE	1634		
1506	1506	36_dirty	dirty	Chepang	Chepang	ʔə+də+bə+də	ʔ.ə.+.d.ə.+.b.ə.+.d.ə	ʔ ə + d ə + b ə + d ə	chep1245	1230	27.785164	84.908801		FALSE	3804		
1507	1507	36_dirty	dirty	DarangTaraon	Darang Taraon	kɑ³¹pɯ⁵³	k.ɑ.³¹.◦.p.ɯ.⁵³	k ɑ ³¹ + p ɯ ⁵³	diga1241	1230	28.657986	97.469136		FALSE	2332		
1508	1508	36_dirty	dirty	Dulong	Dulong	ȵim⁵⁵	ȵ.i.m.⁵⁵	ȵ i m ⁵⁵	drun1238	1230	27.749017	98.691868		FALSE	2024		
1509	1509	36_dirty	dirty	Garo	Garo	kal+si+a	k.a.l.+.s.i.+.a	k a l + s i + a	garo1247	1230	25.504744	90.333226		FALSE	3931		
1510	1510	36_dirty	dirty	Hakha	Hakha	hnǒo/om+hnomʔ	hn.ǒo/o.m.+.hn.o.m.ʔ	n̥ ǒo/o m + n̥ o./o m ʔ	haka1240	1230	22.870089	92.820021		FALSE	4121		
1511	1511	36_dirty	dirty	Hayu	Hayu	bɿt	b.ɿ.t	b ɿ t	wayu1241	1230	27.302102	86.099009		FALSE	1472		
1512	1512	36_dirty	dirty	Japhug	Japhug	ɴqhi	ɴ.qʰ.i	ɴ qʰ i	japh1234	1230	32.207076	101.957636		FALSE	1104		
1513	1513	36_dirty	dirty	Jingpho	Jingpho	mă³¹tsaʔ³¹	m.ă.³¹.◦.ts.a.ʔ.³¹	m ă ³¹ + ts a ʔ ³¹	jing1260	1230	25.461826	97.329866		FALSE	502		
1514	1514	36_dirty	dirty	Lashi	Lashi	a³¹+san⁵⁵	a.³¹.+.s.a.n.⁵⁵	a ³¹ + s a n ⁵⁵	lash1243	1230	24.111512	98.311333		FALSE	989		
1515	1515	36_dirty	dirty	Lisu	Lisu	nɛ̱³³le³³	n.ɛ̱.³³.◦.l.e.³³	n ɛ̠ ³³ + l e ³³	lisu1250	1230	25.950046	98.848486		FALSE	2726		
1516	1516	36_dirty	dirty	Lushai	Mizo (Lushai)	bâl	b.â.l	b â/a l	lush1249	1230	22.60535	92.629457		FALSE	1472		
1517	1517	36_dirty	dirty	Mikir	Karbi (Mikir)	hijimmai, ningni, ter, mui	t.è.r	t è/e r	karb1241	1230	25.735084	93.050494		FALSE	10343		
1518	1518	36_dirty	dirty	MotuoMenba	Tshangla	tsok pa	ts.o.k._.p.a	ts o./o k + p a	tsha1245	1230	29.325414	95.340883		TRUE	599		
1519	1519	36_dirty	dirty	OldBurmese	Old Burmese	ññac◦pat	ññ.a.c.◦.p.a.t	ññ/ɲ a c + p a t	oldb1235	1230	21.624974	97.126742		FALSE	1364		
1520	1520	36_dirty	dirty	OldChinese	Old Chinese	*qʷˤra	qʷˤ.r.a	qʷˤ r a	oldc1244	1230	34.101745	108.777868		FALSE	1876		
1521	1521	36_dirty	dirty	OldTibetan	Old Tibetan	btsog	b.ts.o.g	b ts o./o g	clas1254	1230	30.027852	91.158704		FALSE	599		
1522	1522	36_dirty	dirty	Rabha	Rabha	tʰel-tʰel	tʰ.e.l-.tʰ.e.l	tʰ e l + tʰ e l	rabh1238	1230	25.820135	91.170064		FALSE	10343		
1523	1523	36_dirty	dirty	Rangoon	Rangoon Burmese	nʲiʔ⁴+pɑʔ⁴	nʲ.i.ʔ.⁴.+.p.ɑ.ʔ.⁴	nʲ i ʔ ⁴ + p ɑ ʔ ⁴	nucl1310	1230	16.874207	96.190785		FALSE	1364		
1524	1524	36_dirty	dirty	Tangut	Tangut	tɕior	tɕ.i.o.r	tɕ i o./o r	tang1334	1230	38.477453	106.285383		FALSE	10192		
1525	1525	36_dirty	dirty	Alike	Alike Tibetan	rtsok kwa	r.ts.o.k._.k.w.a	r ts o./o k + k w a	amdo1237	1230	38.318508	92.839938		FALSE	599		
1526	1526	36_dirty	dirty	Alike	Alike Tibetan	mȵok	m.ȵ.o.k	m ȵ o./o k	amdo1237	1230	38.318508	92.839938		FALSE	3080		
1527	1527	36_dirty	dirty	Batang	Batang Tibetan	tso⁵⁵pa⁵³	ts.o.⁵⁵.◦.p.a.⁵³	ts o./o ⁵⁵ + p a ⁵³	kham1282	1230	30.00795	99.111944		FALSE	599		
1528	1528	36_dirty	dirty	Lhasa	Lhasa Tibetan	tsok⁵⁵pa⁵⁵	ts.o.k.⁵⁵.◦.p.a.⁵⁵	ts o./o k ⁵⁵ + p a ⁵⁵	utsa1239	1230	29.653441	91.171493		FALSE	599		
1529	1529	36_dirty	dirty	Ukhrul	Ukhrul	kʰə+mə+kʰow	kʰ.ə.+.m.ə.+.kʰ.o.w	kʰ ə + m ə + kʰ o./o w	ukhr1238	1230	25.092617	94.37045		FALSE	2034		
1530	1530	36_dirty	dirty	WobziKhroskyabs	Wobzi Khroskyabs	lqʰǽl	l.qʰ.ǽ.l	l qʰ ǽ/æ l	eree1240	1230	31.62758	101.427999		FALSE	1104		
1531	1531	36_dirty	dirty	Xingning	Xingning Chinese	lui⁵⁵tʂui⁵³	l.u.i.⁵⁵.tʂ.u.i.⁵³	l u i ⁵⁵ ʈʂ u i ⁵³	hakk1236	1230	24.13674	115.732382		FALSE	10293		
1532	1532	36_dirty	dirty	Yidu	Yidu	pɹɑ⁵⁵liɑ⁵⁵mi⁵⁵	p.ɹ.ɑ.⁵⁵.◦.l.i.ɑ.⁵⁵.◦.m.i.⁵⁵	p ɹ ɑ ⁵⁵ + l i ɑ ⁵⁵ + m i ⁵⁵	idum1241	1230	29.448172	95.650179		FALSE	2990		
1533	1533	36_dirty	dirty	Zhaba	Zhaba	ma³³ʂtsᴜ̃⁵⁵ma³³	m.a.³³.◦.ʂ.ts.ᴜ̃.∼.⁵⁵.◦.m.a.³³	m a ³³ + ʂ ts ũ ⁵⁵ + m a ³³	zhab1238	1230	30.538892	101.058397		TRUE	1005		
1681	1681	40_dry	dry	BuluPuroik	Bulu Puroik	a.wuɛ̃	a.wuɛ̃	a + w u/w ɛ̃	bulu1255	1398	27.452241	92.44563		FALSE	615		
1682	1682	40_dry	dry	DikhyangBugun	Dikhyang Bugun	ə.kau	ə.kau	ə + k au	dikh1234	1398	27.320666	92.455119		FALSE	1092		
1683	1683	40_dry	dry	Khispi	Khispi	ɔ.wal	ɔ.wal	ɔ + w a l	lish1235	1398	27.378042	92.223221		FALSE	615		
1684	1684	40_dry	dry	Duhumbi	Duhumbi	wa.ar	wa.ar	w a + a r	chug1252	1398	27.416112	92.212034		FALSE	615		
1685	1685	40_dry	dry	Khoina	Khoina	ɔ.ɑ̃	ɔ.ɑ̃	ɔ + ɑ̃	khoi1253	1398	27.334981	92.52994		FALSE	615		
1686	1686	40_dry	dry	Jerigaon	Jerigaon	yk.ã	yk.ã	y k + ã	jeri1243	1398	27.340629	92.486595		FALSE	615		
1687	1687	40_dry	dry	Khoitam	Khoitam	yk.ɔ̃	yk.ɔ̃	y k + ɔ̃	khoi1252	1398	27.327487	92.439455		FALSE	615		
1688	1688	40_dry	dry	Rahung	Rahung	ɔ.ɔ̃	ɔ.ɔ̃	ɔ + ɔ̃	rahu1234	1398	27.310778	92.395028		FALSE	615		
1689	1689	40_dry	dry	Rupa	Rupa	ɔ.ɔ̃	ɔ.ɔ̃	ɔ + ɔ̃	rupa1234	1398	27.203065	92.398757		FALSE	615		
1690	1690	40_dry	dry	Shergaon	Shergaon	ɔ.ɔ̃	ɔ.ɔ̃	ɔ + ɔ̃	sher1261	1398	27.105018	92.272133		FALSE	615		
1691	1691	40_dry	dry	BhutanTshangla	Bhutan Tshangla	saŋ	saŋ	s a ŋ	tsha1245	1398	27.337241	91.551654		FALSE	976		
1692	1692	40_dry	dry	KusundaK	KusundaK	qɐj.ʤiː	qɐj.ʤiː	q ɐ j + dʒ iː	kusu1250	1398	28	82.26		FALSE	827		
1693	1693	40_dry	dry	Achang	Achang	səʔ⁵⁵	s.ə.ʔ.⁵⁵	s ə ʔ ⁵⁵	acha1249	1398	24.466605	97.89503		FALSE	1369		
1694	1694	40_dry	dry	Beijing	Beijing Chinese	kan⁵⁵	k.a.n.⁵⁵	k a n ⁵⁵	beij1235	1398	39.909056	116.397422		FALSE	1636		
1695	1695	40_dry	dry	Bokar	Bokar	ɕen	ɕ.e.n	ɕ e n	boka1249	1398	27.554547	93.15717		FALSE	2743		
1696	1696	40_dry	dry	Bunan	Bunan	kʰjoj	kʰ.j.o.j	kʰ j o./o j	gahr1239	1398	32.554766	77.076283		FALSE	220		
1697	1697	40_dry	dry	Byangsi	Byangsi	pʰoda	pʰ.o.d.a	pʰ o./o d a	byan1241	1398	29.583838	80.22309		FALSE	335		
1698	1698	40_dry	dry	Chaozhou	Chaozhou Chinese	ta³³	t.a.³³	t a ³³	chao1238	1398	23.657699	116.622317		FALSE	1637		
1699	1699	40_dry	dry	Chepang	Chepang	sot	s.o.t	s o./o t	chep1245	1398	27.785164	84.908801		FALSE	1369		
1700	1700	40_dry	dry	DarangTaraon	Darang Taraon	ɕoŋ³⁵	ɕ.o.ŋ.³⁵	ɕ o./o ŋ ³⁵	diga1241	1398	28.657986	97.469136		FALSE	2272		
1701	1701	40_dry	dry	Dulong	Dulong	kɑ	k.a.m.⁵⁵	k a m ⁵⁵	drun1238	1398	27.749017	98.691868		FALSE	1092		
1702	1702	40_dry	dry	Dulong	Dulong	n⁵⁵	n.⁵⁵	n ⁵⁵	drun1238	1398	27.749017	98.691868		FALSE	1594		
1703	1703	40_dry	dry	Garo	Garo	ranʔ+a	r.a.n.ʔ.+.a	r a n ʔ + a	garo1247	1398	25.504744	90.333226		FALSE	3934		
1704	1704	40_dry	dry	Hakha	Hakha	rà/aw+rǎ/aw	r.à/a.w.+.r.ǎ/a.w	r à/a w + r ǎ/a w	haka1240	1398	22.870089	92.820021		FALSE	1253		
1705	1705	40_dry	dry	Hayu	Hayu	soːso	s.oː.s.o	s oː s o	wayu1241	1398	27.302102	86.099009		FALSE	976		
1706	1706	40_dry	dry	Japhug	Japhug	rom	r.o.m	r o./o m	japh1234	1398	32.207076	101.957636		FALSE	993		
1707	1707	40_dry	dry	Japhug	Japhug	rom	r.o.m	r o./o m	japh1234	1398	32.207076	101.957636		FALSE	993		
1708	1708	40_dry	dry	Japhug	Japhug	spɯ	s.p.ɯ	s p ɯ	japh1234	1398	32.207076	101.957636		FALSE	3703		
1709	1709	40_dry	dry	Jingpho	Jingpho	kh◦ʒoʔ⁵⁵	kh.ʒ.o.ʔ.⁵⁵	kʰ ʒ o./o ʔ ⁵⁵	jing1260	1398	25.461826	97.329866		FALSE	220		
1710	1710	40_dry	dry	Jingpho	Jingpho	ka̱³³	k.a̱.³³	k a̠ ³³	jing1260	1398	25.461826	97.329866		FALSE	29709		
1711	1711	40_dry	dry	Kulung	Kulung	harma	h.a.r.m.a	h a r m a	kulu1253	1398	27.690037	86.910944		FALSE	615		
1712	1712	40_dry	dry	Lashi	Lashi	kjṵːʔ⁵⁵	k.j.ṵː.ʔ.⁵⁵	k j ṵː ʔ ⁵⁵	lash1243	1398	24.111512	98.311333		FALSE	220		
1713	1713	40_dry	dry	Limbu	Limbu	kaŋ-	k.a.ŋ.◦	k a ŋ +	limb1266	1398	27.272065	87.889909		FALSE	505		
1714	1714	40_dry	dry	Lisu	Lisu	dʒu̱³³	dʒ.u̱.³³	dʒ u̠ ³³	lisu1250	1398	25.950046	98.848486		FALSE	2748		
1715	1715	40_dry	dry	Lushai	Mizo (Lushai)	tuihul	t.u.i.h.u.l	t u i h u l	lush1249	1398	22.60535	92.629457		FALSE	1473		
1716	1716	40_dry	dry	Lushai	Mizo (Lushai)	ro	r.o	r o	lush1249	1398	22.60535	92.629457		FALSE	1253		
1717	1717	40_dry	dry	Mikir	Karbi (Mikir)	kreng(hak)[...]	k.r.è.ng	k r è/e ng	karb1241	1398	25.735084	93.050494		FALSE	10346		
1718	1718	40_dry	dry	MotuoMenba	Tshangla	saŋ ma	s.a.ŋ._.m.a	s a ŋ + m a	tsha1245	1398	29.325414	95.340883		FALSE	976		
1719	1719	40_dry	dry	OldBurmese	Old Burmese	khro₂k	kh.r.o₂.k	kʰ r o₂/o k	oldb1235	1398	21.624974	97.126742		FALSE	220		
1720	1720	40_dry	dry	OldChinese	Old Chinese	*[k]ˤar	kˤ.a.r	kˤ a r	oldc1244	1398	34.101745	108.777868		FALSE	1636		
1721	1721	40_dry	dry	OldTibetan	Old Tibetan	skam-	s.k.a.m.◦	s k a m +	clas1254	1398	30.027852	91.158704		FALSE	1092		
1722	1722	40_dry	dry	Rabha	Rabha	tɨ+rán	t.ɨ.+.r.á.n	t ɨ + r á/a n	rabh1238	1398	25.820135	91.170064		FALSE	3934		
1723	1723	40_dry	dry	Rangoon	Rangoon Burmese	tɕʰɑuʔ⁴	tɕʰ.ɑ.u.ʔ.⁴	tɕʰ ɑ u ʔ ⁴	nucl1310	1398	16.874207	96.190785		FALSE	220		
1724	1724	40_dry	dry	Tangut	Tangut	rowr¹	r.o.w.r.¹	r o./o w r ¹	tang1334	1398	38.477453	106.285383		FALSE	993		
1725	1725	40_dry	dry	Thulung	Thulung	saʈpa	s.a.ʈ.p.a	s a ʈ p a	thul1246	1398	27.534944	87.609608		FALSE	1369		
1726	1726	40_dry	dry	Alike	Alike Tibetan	rkam bo	r.k.a.m._.b.o	r k a m + b o	amdo1237	1398	38.318508	92.839938		FALSE	1092		
1727	1727	40_dry	dry	Batang	Batang Tibetan	ka⁵⁵mbᴜ⁵³	k.a.⁵⁵.◦.m.b.ᴜ.⁵³	k a ⁵⁵ + m b u ⁵³	kham1282	1398	30.00795	99.111944		FALSE	1092		
1728	1728	40_dry	dry	Lhasa	Lhasa Tibetan	kam⁵⁵po⁵⁵	k.a.m.⁵⁵.◦.p.o.⁵⁵	k a m ⁵⁵ + p o./o ⁵⁵	utsa1239	1398	29.653441	91.171493		FALSE	1092		
1729	1729	40_dry	dry	Ukhrul	Ukhrul	kʰə+mə+tʰen	kʰ.ə.+.m.ə.+.tʰ.e.n	kʰ ə + m ə + tʰ e n	ukhr1238	1398	25.092617	94.37045		FALSE	2035		
1730	1730	40_dry	dry	WobziKhroskyabs	Wobzi Khroskyabs	zbî	z.b.î	z b î/i	eree1240	1398	31.62758	101.427999		FALSE	1199		
1731	1731	40_dry	dry	Yidu	Yidu	ɕɑŋ³⁵	ɕ.ɑ.ŋ.³⁵	ɕ ɑ ŋ ³⁵	idum1241	1398	29.448172	95.650179		FALSE	2272		
1732	1732	40_dry	dry	Zhaba	Zhaba	tʂy³³tʂy⁵⁵	tʂ.y.³³.◦.tʂ.y.⁵⁵	ʈʂ y ³³ + ʈʂ y ⁵⁵	zhab1238	1398	30.538892	101.058397		FALSE	2297		
2017	2017	48_eight	eight	BuluPuroik	Bulu Puroik	mə.ljao	mə.ljao	m ə + l j ao	bulu1255	1705	27.452241	92.44563		FALSE	2282		
2018	2018	48_eight	eight	DikhyangBugun	Dikhyang Bugun	mə.la	mə.la	m ə + l a	dikh1234	1705	27.320666	92.455119		FALSE	2282		
2019	2019	48_eight	eight	Khispi	Khispi	sar.gɛ	sar.gɛ	s a r + g ɛ	lish1235	1705	27.378042	92.223221		FALSE	183		
2020	2020	48_eight	eight	Duhumbi	Duhumbi	sar.gɛˀ	sar.gɛˀ	s a r + g ɛˀ	chug1252	1705	27.416112	92.212034		FALSE	183		
2021	2021	48_eight	eight	Khoina	Khoina	sar.gɛˀ	sar.gɛˀ	s a r + g ɛˀ	khoi1253	1705	27.334981	92.52994		FALSE	183		
2022	2022	48_eight	eight	Jerigaon	Jerigaon	sar.gɛˀ	sar.gɛˀ	s a r + g ɛˀ	jeri1243	1705	27.340629	92.486595		FALSE	183		
2023	2023	48_eight	eight	Khoitam	Khoitam	sar.dʑɛˀ	sar.dʑɛˀ	s a r + dʑ ɛˀ	khoi1252	1705	27.327487	92.439455		FALSE	183		
2024	2024	48_eight	eight	Rahung	Rahung	sar.dʑɛˀ	sar.dʑɛˀ	s a r + dʑ ɛˀ	rahu1234	1705	27.310778	92.395028		FALSE	183		
2025	2025	48_eight	eight	Rupa	Rupa	sar.ɟat	sar.ɟat	s a r + ɟ a t	rupa1234	1705	27.203065	92.398757		FALSE	183		
2026	2026	48_eight	eight	Shergaon	Shergaon	sar.dʑat	sar.dʑat	s a r + dʑ a t	sher1261	1705	27.105018	92.272133		FALSE	183		
2027	2027	48_eight	eight	BhutanTshangla	Bhutan Tshangla	jɛn	jɛn	j ɛ n	tsha1245	1705	27.337241	91.551654		FALSE	183		
2028	2028	48_eight	eight	KusundaK	KusundaK	aːt̪	aːt̪	aː t̪	kusu1250	1705	28	82.26		TRUE	828		
2029	2029	48_eight	eight	Achang	Achang	ɕet⁵⁵	ɕ.e.t.⁵⁵	ɕ e t ⁵⁵	acha1249	1705	24.466605	97.89503		FALSE	183		
2030	2030	48_eight	eight	Beijing	Beijing Chinese	pa⁵⁵	p.a.⁵⁵	p a ⁵⁵	beij1235	1705	39.909056	116.397422		FALSE	183		
2031	2031	48_eight	eight	Bokar	Bokar	piː ȵi|	p.iː.+.ȵ.i	p iː + ȵ i	boka1249	1705	27.554547	93.15717		FALSE	183		
2032	2032	48_eight	eight	Bunan	Bunan	gej	g.e.j	g e j	gahr1239	1705	32.554766	77.076283		TRUE	183		
2033	2033	48_eight	eight	Byangsi	Byangsi	j/dʒɛdɛ	j/dʒ.ɛ.d.ɛ	j/dʒ ɛ d ɛ	byan1241	1705	29.583838	80.22309		FALSE	183		
2034	2034	48_eight	eight	Chaozhou	Chaozhou Chinese	poiʔ²	p.o.i.ʔ.²	p o./o i ʔ ²	chao1238	1705	23.657699	116.622317		FALSE	183		
2035	2035	48_eight	eight	DarangTaraon	Darang Taraon	liɯm³⁵	l.i.ɯ.m.³⁵	l i ɯ m ³⁵	diga1241	1705	28.657986	97.469136		FALSE	2282		
2036	2036	48_eight	eight	Dulong	Dulong	çɑt⁵⁵	ç.ɑ.t.⁵⁵	ç ɑ t ⁵⁵	drun1238	1705	27.749017	98.691868		FALSE	183		
2037	2037	48_eight	eight	Garo	Garo	chet	ch.e.t	ch e t	garo1247	1705	25.504744	90.333226		FALSE	183		
2038	2038	48_eight	eight	Hakha	Hakha	pa+riat	p.a.+.r.i.a.t	p a + r i a t	haka1240	1705	22.870089	92.820021		FALSE	183		
2039	2039	48_eight	eight	Japhug	Japhug	kɯrcat	k.ɯ.r.c.a.t	k ɯ r c a t	japh1234	1705	32.207076	101.957636		FALSE	183		
2040	2040	48_eight	eight	Jingpho	Jingpho	mă³¹|tsa̱t⁵⁵	m.ă.³¹.◦.ts.a̱.t.⁵⁵	m ă ³¹ + ts a̠ t ⁵⁵	jing1260	1705	25.461826	97.329866		FALSE	183		
2041	2041	48_eight	eight	Lashi	Lashi	ʃɛ̰t⁵⁵	ʃ.ɛ̰.t.⁵⁵	ʃ ɛ̰ t ⁵⁵	lash1243	1705	24.111512	98.311333		FALSE	183		
2042	2042	48_eight	eight	Lisu	Lisu	hẽ̱³¹	h.ẽ̱.∼.³¹	h ẽ̠ ³¹	lisu1250	1705	25.950046	98.848486		FALSE	2891		
2043	2043	48_eight	eight	Lushai	Mizo (Lushai)	pariat	p.a.r.i.a.t	p a r i a t	lush1249	1705	22.60535	92.629457		FALSE	183		
2044	2044	48_eight	eight	Mikir	Karbi (Mikir)	nirkep	n.e.r.k.ē.p	n e r k eː p	karb1241	1705	25.735084	93.050494		FALSE	10350		
2045	2045	48_eight	eight	MotuoMenba	Tshangla	jen	j.e.n	j e n	tsha1245	1705	29.325414	95.340883		FALSE	183		
2046	2046	48_eight	eight	OldBurmese	Old Burmese	rhjat	rh.j.a.t	r̥ j a t	oldb1235	1705	21.624974	97.126742		FALSE	183		
2047	2047	48_eight	eight	OldChinese	Old Chinese	*pˤret	pˤ.r.e.t	pˤ r e t	oldc1244	1705	34.101745	108.777868		FALSE	183		
2048	2048	48_eight	eight	OldTibetan	Old Tibetan	brgʲad	b.r.gʲ.a.d	b r gʲ a d	clas1254	1705	30.027852	91.158704		FALSE	183		
2049	2049	48_eight	eight	Rangoon	Rangoon Burmese	ɕiʔ⁴	ɕ.i.ʔ.⁴	ɕ i ʔ ⁴	nucl1310	1705	16.874207	96.190785		FALSE	183		
2050	2050	48_eight	eight	Tangut	Tangut	jar	j.a.r	j a r	tang1334	1705	38.477453	106.285383		FALSE	183		
2051	2051	48_eight	eight	Thulung	Thulung	jet	j.e.t	j e t	thul1246	1705	27.534944	87.609608		FALSE	183		
2052	2052	48_eight	eight	Alike	Alike Tibetan	wdʑat	w.dʑ.a.t	w dʑ a t	amdo1237	1705	38.318508	92.839938		FALSE	183		
2053	2053	48_eight	eight	Batang	Batang Tibetan	dʑɛʔ⁵³	dʑ.ɛ.ʔ.⁵³	dʑ ɛ ʔ ⁵³	kham1282	1705	30.00795	99.111944		FALSE	183		
2054	2054	48_eight	eight	Lhasa	Lhasa Tibetan	cɛ¹³²	c.ɛ.¹³²	c ɛ ¹³²	utsa1239	1705	29.653441	91.171493		FALSE	183		
2055	2055	48_eight	eight	Ukhrul	Ukhrul	ci+ʃat	c.i.+.ʃ.a.t	c i + ʃ a t	ukhr1238	1705	25.092617	94.37045		FALSE	183		
2056	2056	48_eight	eight	WobziKhroskyabs	Wobzi Khroskyabs	vjɑ́	v.j.ɑ́	v j ɑ́	eree1240	1705	31.62758	101.427999		FALSE	183		
2057	2057	48_eight	eight	Xingning	Xingning Chinese	paʔʲ²	p.a.ʔʲ.²	p a ʔʲ ²	hakk1236	1705	24.13674	115.732382		FALSE	183		
2058	2058	48_eight	eight	Yidu	Yidu	i⁵⁵lioŋ³⁵	i.⁵⁵.◦.l.i.o.ŋ.³⁵	i ⁵⁵ + l i o./o ŋ ³⁵	idum1241	1705	29.448172	95.650179		FALSE	2282		
2059	2059	48_eight	eight	Zhaba	Zhaba	ɟje⁵⁵	ɟ.j.e.⁵⁵	ɟ j e ⁵⁵	zhab1238	1705	30.538892	101.058397		FALSE	183		
2107	2107	50_far	far	BuluPuroik	Bulu Puroik	a.ʧoi	a.ʧoi	a + tʃ o i/j	bulu1255	1406	27.452241	92.44563		FALSE	829		
2108	2108	50_far	far	DikhyangBugun	Dikhyang Bugun	hõ rɛ.ɛ ruaŋ	hõ_rɛ.ɛ_ruaŋ	h õ + r ɛ + ɛ + r u/w a ŋ	dikh1234	1406	27.320666	92.455119		FALSE	4053		
2109	2109	50_far	far	Khispi	Khispi	tʰak u.liŋ	tʰak_u.liŋ	tʰ a k + u + l i ŋ	lish1235	1406	27.378042	92.223221		TRUE	549		
2110	2110	50_far	far	Duhumbi	Duhumbi	tʰak u.riŋ	tʰak_u.riŋ	tʰ a k + u + r i ŋ	chug1252	1406	27.416112	92.212034		TRUE	549		
2111	2111	50_far	far	Khoina	Khoina	a.tsʰɑ̃	a.tsʰɑ̃	a + tsʰ ɑ̃	khoi1253	1406	27.334981	92.52994		FALSE	829		
2112	2112	50_far	far	Jerigaon	Jerigaon	a.tɕʰã	a.tɕʰã	a + tɕʰ ã	jeri1243	1406	27.340629	92.486595		FALSE	829		
2113	2113	50_far	far	Khoitam	Khoitam	a.tɕʰɔ̃	a.tɕʰɔ̃	a + tɕʰ ɔ̃	khoi1252	1406	27.327487	92.439455		FALSE	829		
2114	2114	50_far	far	Rahung	Rahung	a.tɕʰɔ̃	a.tɕʰɔ̃	a + tɕʰ ɔ̃	rahu1234	1406	27.310778	92.395028		FALSE	829		
2115	2115	50_far	far	Rupa	Rupa	a.tsʰɔ̃	a.tsʰɔ̃	a + tsʰ ɔ̃	rupa1234	1406	27.203065	92.398757		FALSE	829		
2116	2116	50_far	far	Shergaon	Shergaon	a.tɕʰɔ̃	a.tɕʰɔ̃	a + tɕʰ ɔ̃	sher1261	1406	27.105018	92.272133		FALSE	829		
2117	2117	50_far	far	BhutanTshangla	Bhutan Tshangla	tʰa riŋ+bu	tʰa_riŋ+bu	tʰ a + r i ŋ + b u	tsha1245	1406	27.337241	91.551654		TRUE	549		
2118	2118	50_far	far	KusundaK	KusundaK	hun.tuː	hun.tuː	h u n + t uː	kusu1250	1406	28	82.26		FALSE	4053		
2119	2119	50_far	far	Achang	Achang	ve³¹	v.e.³¹	v e ³¹	acha1249	1406	24.466605	97.89503		FALSE	1028		
2120	2120	50_far	far	Beijing	Beijing Chinese	jyɐn²¹⁴	j.y.ɐ.n.²¹⁴	j y ɐ n ²¹⁴	beij1235	1406	39.909056	116.397422		FALSE	1639		
2121	2121	50_far	far	Bokar	Bokar	aː◦to	aː.t.o	aː t o	boka1249	1406	27.554547	93.15717		FALSE	4018		
2122	2122	50_far	far	Bunan	Bunan	waj	w.a.j	w a j	gahr1239	1406	32.554766	77.076283		FALSE	336		
2123	2123	50_far	far	Byangsi	Byangsi	watʰɛ	w.a.tʰ.ɛ	w a tʰ ɛ	byan1241	1406	29.583838	80.22309		FALSE	336		
2124	2124	50_far	far	Chaozhou	Chaozhou Chinese	hŋ³⁵	h.ŋ.³⁵	h ŋ ³⁵	chao1238	1406	23.657699	116.622317		FALSE	1639		
2125	2125	50_far	far	Chepang	Chepang	lok	l.o.k	l o./o k	chep1245	1406	27.785164	84.908801		FALSE	3808		
2126	2126	50_far	far	DarangTaraon	Darang Taraon	diɑ⁵⁵	d.i.ɑ.⁵⁵	d i ɑ ⁵⁵	diga1241	1406	28.657986	97.469136		FALSE	2813		
2127	2127	50_far	far	Dulong	Dulong	mɹɑŋ⁵³	m.ɹ.ɑ.ŋ.⁵³	m ɹ ɑ ŋ ⁵³	drun1238	1406	27.749017	98.691868		FALSE	1565		
2128	2128	50_far	far	Garo	Garo	chelʔ+a	ch.e.l.ʔ.+.a	ch e l ʔ + a	garo1247	1406	25.504744	90.333226		FALSE	3938		
2129	2129	50_far	far	Hakha	Hakha	hlàa/a+hlaa/at	hl.àa/a.+.hl.aa/a.t	l̥ àa/a + l̥ aa/a t	haka1240	1406	22.870089	92.820021		FALSE	3472		
2130	2130	50_far	far	Hayu	Hayu	xuʔlam	x.u.ʔ.l.a.m	x u ʔ l a m	wayu1241	1406	27.302102	86.099009		FALSE	2162		
2131	2131	50_far	far	Japhug	Japhug	arqhi	a.r.qʰ.i	a r qʰ i	japh1234	1406	32.207076	101.957636		FALSE	973		
2132	2132	50_far	far	Jingpho	Jingpho	tsa̱n³³	ts.a̱.n.³³	ts a̠ n ³³	jing1260	1406	25.461826	97.329866		FALSE	3045		
2133	2133	50_far	far	Kulung	Kulung	tʃʰuburi	tʃʰ.u.b.u.r.i	tʃʰ u b u r i	kulu1253	1406	27.690037	86.910944		FALSE	617		
2134	2134	50_far	far	Lashi	Lashi	vɛː³³	v.ɛː.³³	v ɛː ³³	lash1243	1406	24.111512	98.311333		FALSE	1028		
2135	2135	50_far	far	Limbu	Limbu	maːŋgha	m.aː.ŋ.gh.a	m aː ŋ gh a	limb1266	1406	27.272065	87.889909		FALSE	29713		
