ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	SUBGROUP	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	COGID	LOAN	SOURCE	NOTES	MORPHEMES	ALIGNMENT
17471	233_thewheat	the wheat	Achang	Achang	Burmish	meʔ³¹+tsɿ⁵⁵	m.e.ʔ.³¹.+.ts.ɿ.⁵⁵	m e ʔ ³¹ + ts ɿ ⁵⁵	acha1249	1077	24.466605	97.89503	8618	8618	FALSE	Huang1992 Hill2017		_thewheat _thewheat	
18945	233_thewheat	the wheat	Jingpho	Jingpho	Jingpho	khau³¹lan³¹mam³³	kh.a.u.³¹.◦.l.a.n.³¹.◦.m.a.m.³³	kʰ a u ³¹ + l a n ³¹ + m a m ³³	jing1260	1077	25.461826	97.329866	3240	29887	FALSE	Huang1992		_thewheat _thewheat _thewheat	
17541	234_where	where	KarbiMikir	KarbiMikir	Mizo	nathu, konat	k.o.d.ā.k	k o./o d ā/aː k	karb1241	1237	25.735084	93.050494	0	0	FALSE	Walker1925 KonnerthFC GruessnerNoDate		where	
17474	234_where	where	TshDirangTshangla	DirangTshangla	Bodic	ba	ba	b a	dira1243	1237	27.343674	92.273057		4390	FALSE	TB		where	
17496	234_where	where	TshBhutanTshangla	BhutanTshangla	Bodic	o+ga	o+ga	o + g a	tsha1245	1237	27.332081	91.551505	4390	4390	FALSE	LandB2017		_where _where	
17511	234_where	where	TshMotuoMenba	MotuoCangluoTshangla	Bodic	ʔo ba	ʔ.o._.b.a	ʔ o./o + b a	tsha1245	1237	29.321347	95.319922	4390	4390	FALSE	Huang1992		_where _where	
17475	234_where	where	TaniGalo	Galo	Tani	joo-lò	joː+lo51	j oː + l o ⁵¹	galo1242	1237	27.98	94.69		5329	FALSE	Post2007	Ø	_where _where	
17476	234_where	where	TaniTangam	Tangam	Tani	kero	ke+ro	k e + r o	tang1377	1237	28.956354	94.990737		4523	FALSE	Post2017		_where _where	
17498	234_where	where	HruNamreiBisai	Namrei	Hrusish	khək	kʰək	kʰ ə k	hrus1242	1237	27.680112	92.699998		4523	FALSE	Abraham2018	*kəʔ	where	
17501	234_where	where	HruBangru	Bangru	Hrusish	kəː	kəː	k əː	bang1369	1237	27.952786	93.164169		4523	FALSE	BandL2015	*kəʔ	where	
17502	234_where	where	HruDammaiDibin	Miji	Hrusish	khəjo	kʰə+jo	kʰ ə + j o	hrus1242	1237	27.444541	92.511881		4523	FALSE	Abraham2018	*kəʔ	_where _where	
17503	234_where	where	HruMijiNafra	Miji	Hrusish	khija	kʰja	kʰ j a	hrus1242	1237	27.371831	92.544458		4523	FALSE	Abraham2018	*kəʔ	where	
17504	234_where	where	HruDammaiRurang	Miji	Hrusish	khija	kʰja	kʰ j a	hrus1242	1237	27.368891	92.48215		4523	FALSE	Abraham2018	*kəʔ	where	
17516	234_where	where	TaniBokar	Bokar	Tani	ɦeː lə	ɦ.eː._.l.ə	ɦ eː + l ə	boka1249	1237	27.554547	93.15717	2896	4523	FALSE	Huang1992	!COGID changed Macy cross semantic!	_where _where	
17477	234_where	where	EBDzalakha	Dzalakha	East Bodish	garang	ga	g a	dzal1238	1237	27.605989	91.494864		5951	FALSE	DDC2017	wherever	where	
17484	234_where	where	EBMamaCuonaMenba	TshonaDakpa	East Bodish	kA˧˩to˥˧	kA31to53	k a ³¹ + t o ⁵³	dakp1242	1237	27.872413	91.798576		5951	FALSE	Lu1986		_where _where	
17485	234_where	where	EBWenlangCuonaMenba	TawangDakpa	East Bodish	gɑ˧˥tɕe˥	gɑ35tɕe55	g ɑ ³⁵ + tɕ e ⁵⁵	dakp1242	1237	29.367765	95.339063		5951	FALSE	Lu1986		_where _where	
17506	234_where	where	OldTibetan	OldTibetan	Tibetan	ga+na	g.a.+.n.a	g a + n a	clas1254	1237	30.027852	91.158704	5951	5951	FALSE	Huang1992		_where _where	
17510	234_where	where	Batang	Batang	Tibetan	kɑ¹³	k.ɑ.¹³	k ɑ ¹³	kham1282	1237	30.00795	99.111944	5951	5951	FALSE	Huang1992		where	
17514	234_where	where	Xiahe	Xiahe	Tibetan	kaŋ na	k.a.ŋ._.n.a	k a ŋ + n a	amdo1237	1237	35.210549	102.524979	5951	5951	FALSE	Huang1992		_where _where	
17518	234_where	where	Lhasa	Lhasa	Tibetan	kha¹³paː⁵⁵	kh.a.¹³.◦.p.aː.⁵⁵	kʰ a ¹³ + p aː ⁵⁵	utsa1239	1237	29.653441	91.171493	5951	5951	FALSE	Huang1992		_where _where	
17519	234_where	where	Alike	Alike	Tibetan	kaŋ næ	k.a.ŋ._.n.æ	k a ŋ + n æ	amdo1237	1237	38.318508	92.839938	5951	5951	FALSE	Huang1992		_where _where	
17478	234_where	where	EBKhengkha	Khengkha	East Bodish	angi	aŋ+gi	a ŋ + g i	khen1241	1237	27.144878	90.689999		5332	FALSE	AandY1996		_where _where	
17479	234_where	where	KBWanghoBugun	Bugun	KhoBwa	kəʃoo	kə+ʃooː	k ə + ʃ o oː	wang1301	1237	27.24169	92.420806		3689	FALSE	Abraham2018		_where _where	
17480	234_where	where	KBBichomBugun	Bugun	KhoBwa	kə̆so	kə+so	k ə + s o	bich1234	1237	27.31177	92.592007		3689	FALSE	Abraham2018		_where _where	
17481	234_where	where	KBSingchungBugun	Bugun	KhoBwa	kəʃoo	kə+ʃoː	k ə + ʃ oː	sing1271	1237	27.191743	92.474176		3689	FALSE	Abraham2018		_where _where	
17482	234_where	where	KBKaspiBugun	Bugun	KhoBwa	kə̆so	kə+so	k ə + s o	kasp1234	1237	27.204536	92.564228		3689	FALSE	Abraham2018		_where _where	
17483	234_where	where	KBNamphriBugun	Bugun	KhoBwa	kəʃoo	kə+ʃoː	k ə + ʃ oː	namp1239	1237	27.24403	92.52836		3689	FALSE	Abraham2018		_where _where	
17487	234_where	where	KBDikhyangBugun	Bugun	KhoBwa	kʰ.sõ	kʰ.sõ	kʰ + s õ	dikh1234	1237	27.320448	92.454924	1360	3689	FALSE	LandB2017		_where _where	
17486	234_where	where	KBBuluPuroik	Puroik	KhoBwa	klaa	klaa	k l aː	bulu1255	1237	27.451029	92.44627	1359	4295	FALSE	Lieberherr2017		where	
17488	234_where	where	KBWKhispi	Khispi	WesternKhoBwa	a	a	a	lish1235	1237	27.378042	92.223221	1361	4464	FALSE	LandB2017		where	
17491	234_where	where	KBWJerigaon	Sartang	WesternKhoBwa	a.lɔˀ	a.lɔˀ	a + l ɔˀ	jeri1243	1237	27.340629	92.486595	1361	4464	FALSE	LandB2017		_where _where	
17489	234_where	where	KBWDuhumbi	Duhumbi	WesternKhoBwa	ha	ha	h a	chug1252	1237	27.416112	92.212034	6460	6460	FALSE	LandB2017		where	
17497	234_where	where	Kusunda	Kusunda		hɐm.peː	hɐm.peː	h ɐ m + p eː	kusu1250	1237	28.431855	82.802796	6460	6460	FALSE	Bodt2019b		_where _where	
17500	234_where	where	HruHrusoAkaJamiri	HrusoAka	Hrusish	hagə	ha+gə	h a + g ə	hrus1242	1237	27.203617	92.590615		6460	FALSE	Abraham2018		_where _where	
17532	234_where	where	Kulung	Kulung	Kiranti	ha:pi	h.a:.p.i	h aː p i	kulu1253	1237	27.690037	86.910944	6460	6460	FALSE	Tolsma1999		where	
17490	234_where	where	KBWKhoina	Sartang	WesternKhoBwa	nə.tɕʰɔˀ.rɔˀ	nə.tɕʰɔˀ.rɔˀ	n ə + tɕʰ ɔˀ + r ɔˀ	khoi1253	1237	27.334981	92.52994	1363	1936	FALSE	LandB2017		_where _where _where	
17492	234_where	where	KBWKhoitam	Sartang	WesternKhoBwa	tʰa.a.lɔˀ	tʰa.a.lɔˀ	tʰ a + a + l ɔˀ	khoi1252	1237	27.327487	92.439455	1362	4574	FALSE	LandB2017		_where _where _where	
17493	234_where	where	KBWRahung	Sartang	WesternKhoBwa	bə.dɛ.kʰu	bə.dɛ.kʰu	b ə + d ɛ + kʰ u	rahu1234	1237	27.310778	92.395028	1366	4311	FALSE	LandB2017		_where _where _where	
17494	234_where	where	KBWRupa	Sherdukpen	WesternKhoBwa	ɲe.kʰa	ɲe.kʰa	ɲ e + kʰ a	rupa1234	1237	27.203065	92.398757	1365	4226	FALSE	LandB2017		_where _where	
17495	234_where	where	KBWShergaon	Sherdukpen	WesternKhoBwa	nə.kʰa	nə.kʰa	n ə + kʰ a	sher1261	1237	27.105018	92.272133	1365	4226	FALSE	LandB2017		_where _where	
17499	234_where	where	HruNamreiNabolang	Namrei	Hrusish	khroi	kʰroi	kʰ r o i/j	hrus1242	1237	27.558051	92.789317		5330	FALSE	Abraham2018		where	
17505	234_where	where	EBBumthang	Bumthang	East Bodish	ao	ao55	ao ⁵⁵	khen1241	1237	27.549248	90.753738		5331	FALSE	vanDriem2015		where	
17507	234_where	where	Japhug	Japhug	rGyalrong	ŋotɕu	ŋ.o.tɕ.u	ŋ o./o tɕ u	japh1234	1237	32.207076	101.957636	2903	2903	FALSE	Jacques2015b		where	
17524	234_where	where	WobziKhroskyabs	KhroskyabsWobzi	rGyalrong	ŋə̂lɑ	ŋ.ə̂.l.ɑ	ŋ ə̂ l ɑ	eree1240	1237	31.62758	101.427999	2903	2903	FALSE	Lai2017		where	
17508	234_where	where	Maerkang	Marerkang	rGyalrong	kə təi	k.ə._.t.ə.i	k ə + t ə i	situ1238	1237	31.868614	102.295293	4028	4585	FALSE	Huang1992	!COGID changed Macy cross semantic!	_where _where	
17509	234_where	where	Daofu	Daofu	rGyalrong	lo rə	l.o._.r.ə	l o./o + r ə	horp1240	1237	30.975281	101.123742	2905	2905	FALSE	Huang1992		_where _where	
17512	234_where	where	Dulong	Dulong	Nungic	ɑ³¹ɹɑ⁵⁵kɑi⁵³	ɑ.³¹.◦.ɹ.ɑ.⁵⁵.◦.k.ɑ.i.⁵³	ɑ ³¹ + ɹ ɑ ⁵⁵ + k ɑ i ⁵³	drun1238	1237	27.749017	98.691868	2904	4687	FALSE	Huang1992	!COGID changed Macy cross semantic!	_where _where _where	
17513	234_where	where	DarangTaraon	DarangTaraon	Deng	xɑ³¹nu⁵⁵	x.ɑ.³¹.◦.n.u.⁵⁵	x ɑ ³¹ + n u ⁵⁵	diga1241	1237	28.657986	97.469136	2900	2900	FALSE	Huang1992		_where _where	
17515	234_where	where	Zhaba	Zhaba	Qiangic	ke⁵⁵	k.e.⁵⁵	k e ⁵⁵	zhab1238	1237	30.538892	101.058397	4771	4771	FALSE	Huang1992		where	
17517	234_where	where	Lisu	Lisu	Loloish	ɑ̱³³ kuɑ³³	ɑ̱.³³._.k.u.ɑ.³³	ɑ̠ ³³ + k u ɑ ³³	lisu1250	1237	25.950046	98.848486	2899	2899	FALSE	Huang1992		_where _where	
17520	234_where	where	Yidu	Yidu	Deng	kɑ⁵⁵ diɑ⁵⁵	k.ɑ.⁵⁵._.d.i.ɑ.⁵⁵	k ɑ ⁵⁵ + d i ɑ ⁵⁵	idum1241	1237	29.448172	95.650179	4392	4392	FALSE	Huang1992		_where _where	
17521	234_where	where	Khaling	Khaling	Kiranti	khɛbi	kh.ɛ.b.i	kʰ ɛ b i	khal1275	1237	27.390595	87.510016	6604	6604	FALSE	Jacques2017FN		where	
17533	234_where	where	Bantawa	Bantawa	Kiranti	k͏ʰada	k͏ʰ.a.d.a	kʰ a d a	bant1281	1237	27.117894	87.049995	6604	6604	FALSE	Jongens2009		where	
17522	234_where	where	Limbu	Limbu	Kiranti	atti	a.t.t.i	a t t i	limb1266	1237	27.272065	87.889909	2895	4688	FALSE	Jacques2017FN	!COGID changed Macy cross semantic!	where	
17523	234_where	where	OldChinese	OldChinese	Sinitic	*ɢʷa[n]	ɢʷ.a.n	ɢʷ a n	oldc1244	1237	34.101745	108.777868	2892	2892	FALSE	Baxter2014		where	
17525	234_where	where	Chepang	Chepang		gaʔ+haŋʔ	g.a.ʔ.+.h.a.ŋ.ʔ	g a ʔ + h a ŋ ʔ	chep1245	1237	27.785164	84.908801	5257	5257	FALSE	Caughley2000		_where _where	
17526	234_where	where	Garo	Garo	Garo	ba+o	b.a.+.o	b a + o	garo1247	1237	25.504744	90.333226	5464	5464	FALSE	Burling2003		_where _where	
17527	234_where	where	Thulung	Thulung	Kiranti	bante	b.a.n.t.e	b a n t e	thul1246	1237	27.534944	87.609608	5619	5619	FALSE	Allen1975		where	
17528	234_where	where	Hakha	Hakha	Chin	khǒy	kh.ǒ.y	kʰ ǒ y	haka1240	1237	22.870089	92.820021	5011	5011	FALSE	VanBik2014		where	
17529	234_where	where	Bunan	Bunan	TibetoKinauri	guj	g.u.j	g u j	gahr1239	1237	32.554766	77.076283	6159	6159	FALSE	Widmer2014		where	
17531	234_where	where	Rongpo	Rongpo	TibetoKinauri	gu	g.u	g u	rong1264	1237	30.530044	79.569987	6159	6159	FALSE	Sharma2003		where	
17530	234_where	where	Byangsi	Byangsi	TibetoKinauri	ulo	u.l.o	u l o	byan1241	1237	29.583838	80.22309	6461	6461	FALSE	Sharma2003a		where	
17534	234_where	where	Atsi	Atsi	Burmish	kʰa⁵¹+ma⁵⁵	kʰ.a.⁵¹.+.m.a.⁵⁵	kʰ a ⁵¹ + m a ⁵⁵	zaiw1241	1237	24.193367	97.806689	8143	8143	FALSE	Huang1992 Hill2017		_where _where	
17536	234_where	where	Lashi	Lashi	Burmish	kʰă³³+mo³³	kʰ.ă.³³.+.m.o.³³	kʰ ă ³³ + m o./o ³³	lash1243	1237	24.111512	98.311333	8143	8143	FALSE	Huang1992 Hill2017		_where _where	
17535	234_where	where	Bola	Bola	Burmish	kʰăk⁵⁵+kʰja⁵⁵	kʰ.ă.k.⁵⁵.+.kʰ.j.a.⁵⁵	kʰ ă k ⁵⁵ + kʰ j a ⁵⁵	pela1242	1237	24.405004	98.234243	8237	8237	FALSE	Huang1992 Hill2017		_where _where	
17537	234_where	where	Maru	Maru	Burmish	m̥ə̆³¹+mɛ³¹	m̥.ə̆.³¹.+.m.ɛ.³¹	m̥ ə̆ ³¹ + m ɛ ³¹	maru1249	1237	24.939981	99.83	8247	8247	FALSE	Huang1992 Hill2017		_where _where	
17538	234_where	where	Xiandao	Xiandao	Burmish	xɔ³¹+lɔ³¹	x.ɔ.³¹.+.l.ɔ.³¹	x ɔ ³¹ + l ɔ ³¹	xian1249	1237	24.494153	97.753173	8251	8251	FALSE	Huang1992 Hill2017		_where _where	
17539	234_where	where	Rangoon	Rangoon	Burmish	ɑ⁵³+bɛ²²+m̥ɑ²²	ɑ.⁵³.+.b.ɛ.²².+.m̥.ɑ.²²	ɑ ⁵³ + b ɛ ²² + m̥ ɑ ²²	nucl1310	1237	16.874207	96.190785	8252	8252	FALSE	Huang1992 Hill2017		_where _where _where	
17540	234_where	where	Achang	Achang	Burmish	xoi⁵⁵+tʰɔʔ⁵⁵	x.o.i.⁵⁵.+.tʰ.ɔ.ʔ.⁵⁵	x o./o i ⁵⁵ + tʰ ɔ ʔ ⁵⁵	acha1249	1237	24.466605	97.89503	8142	8142	FALSE	Huang1992 Hill2017		_where _where	
18946	234_where	where	Jingpho	Jingpho	Jingpho	kă³¹ ʒa³¹ ko̱ʔ⁵⁵	k.ă.³¹._.ʒ.a.³¹._.k.o̱.ʔ.⁵⁵	k ă ³¹ + ʒ a ³¹ + k o̠ ʔ ⁵⁵	jing1260	1237	25.461826	97.329866	2902	29888	FALSE	Huang1992		_where _where _where	
17753	237_thewife	the wife	Lisu	Lisu	Loloish	mɑ̱³³ʑo³³	z.ɑ.³¹.m.ɯ.³³	z ɑ ³¹ m ɯ ³³	lisu1250	1199	25.950046	98.848486	0	0	FALSE	Huang1992		thewife	
17781	237_thewife	the wife	Tangut	Tangut	Tangut	bjij	b.ji.j	b j i j	tang1334	1199	38.477453	106.285383	0	0	FALSE	Li1997	!ignore double no link!	thewife	
17782	237_thewife	the wife	Tangut	Tangut	Tangut	gji	g.ji	g j i	tang1334	1199	38.477453	106.285383	0	0	FALSE	Li1997	!ignore double no link!	thewife	
17783	237_thewife	the wife	Tangut	Tangut	Tangut	mjaa	m.jaa	m j aː	tang1334	1199	38.477453	106.285383	0	0	FALSE	Li1997		thewife	
17784	237_thewife	the wife	KarbiMikir	KarbiMikir	Mizo	piso	+.p.ī.s.ō	+ p iː s ō/oː	karb1241	1199	25.735084	93.050494	0	0	FALSE	Walker1925 KonnerthFC GruessnerNoDate		_thewife _thewife	
17707	237_thewife	the wife	TshDirangTshangla	DirangTshangla	Bodic	ɲi+zi	ɲi+zi	ɲ i + z i	dira1243	1199	27.343674	92.273057		8157	FALSE	TB		_thewife _thewife	
17708	237_thewife	the wife	TaniGalo	Galo	Tani	ɲi-mə́	ɲi+mə55	ɲ i + m ə ⁵⁵	galo1242	1199	27.98	94.69		8157	FALSE	Post2007	Ø	_thewife _thewife	
17709	237_thewife	the wife	TaniTangam	Tangam	Tani	mime	mi+me	m i + m e	tang1377	1199	28.956354	94.990737		8157	FALSE	Post2017		_thewife _thewife	
17720	237_thewife	the wife	KBDikhyangBugun	Bugun	KhoBwa	ɲie	ɲie	ɲ i e	dikh1234	1199	27.320448	92.454924	1177	8157	FALSE	LandB2017		thewife	
17730	237_thewife	the wife	Kusunda	Kusunda		nʲɛː.ɐ.d̪iː	nʲɛː.ɐ.d̪iː	n j ɛː + ɐ + d̪ iː	kusu1250	1199	28.431855	82.802796	1177	8157	FALSE	Bodt2019b		_thewife _thewife _thewife	
17734	237_thewife	the wife	HruBangru	Bangru	Hrusish	məjiː	mə+jiː	m ə + j iː	bang1369	1199	27.952786	93.164169		8157	FALSE	TB		_thewife _thewife	
17775	237_thewife	the wife	Atsi	Atsi	Burmish	mji²¹	m.j.i.²¹	m j i ²¹	zaiw1241	1199	24.193367	97.806689	8157	8157	FALSE	Huang1992 Hill2017		thewife	
17776	237_thewife	the wife	Lashi	Lashi	Burmish	mji³³	m.j.i.³³	m j i ³³	lash1243	1199	24.111512	98.311333	8157	8157	FALSE	Huang1992 Hill2017		thewife	
17777	237_thewife	the wife	Maru	Maru	Burmish	mji³⁵	m.j.i.³⁵	m j i ³⁵	maru1249	1199	24.939981	99.83	8157	8157	FALSE	Huang1992 Hill2017		thewife	
17710	237_thewife	the wife	EBDzalakha	Dzalakha	East Bodish	bagsar	bak+sar	b a k + s a r	dzal1238	1199	27.605989	91.494864		5070	FALSE	DDC2017		_thewife _thewife	
17717	237_thewife	the wife	EBMamaCuonaMenba	TshonaDakpa	East Bodish	pAk˧˥ser˥	pAk35ser55	p a k ³⁵ + s e r ⁵⁵	dakp1242	1199	27.872413	91.798576		5070	FALSE	Lu1986		_thewife _thewife	
17718	237_thewife	the wife	EBWenlangCuonaMenba	TawangDakpa	East Bodish	bak˧˥sɑr˥	bak35sɑr55	b a k ³⁵ + s ɑ r ⁵⁵	dakp1242	1199	29.367765	95.339063		5070	FALSE	Lu1986		_thewife _thewife	
17711	237_thewife	the wife	EBKhengkha	Khengkha	East Bodish	naetshang	nai+tsʰaŋ	n a i/j + tsʰ a ŋ	khen1241	1199	27.144878	90.689999		4528	FALSE	AandY1996	Tib. gnas tshang 'host'	_thewife _thewife	
17712	237_thewife	the wife	KBWanghoBugun	Bugun	KhoBwa	aje	a+je	a + j e	wang1301	1199	27.24169	92.420806		8225	FALSE	Abraham2018		_thewife _thewife	
17713	237_thewife	the wife	KBBichomBugun	Bugun	KhoBwa	je	je	j e	bich1234	1199	27.31177	92.592007		8225	FALSE	Abraham2018		thewife	
17714	237_thewife	the wife	KBSingchungBugun	Bugun	KhoBwa	aje	a+je	a + j e	sing1271	1199	27.191743	92.474176		8225	FALSE	Abraham2018		_thewife _thewife	
17715	237_thewife	the wife	KBKaspiBugun	Bugun	KhoBwa	je	je	j e	kasp1234	1199	27.204536	92.564228		8225	FALSE	Abraham2018		thewife	
17716	237_thewife	the wife	KBNamphriBugun	Bugun	KhoBwa	je	je	j e	namp1239	1199	27.24403	92.52836		8225	FALSE	Abraham2018		thewife	
17719	237_thewife	the wife	KBBuluPuroik	Puroik	KhoBwa	a.ʒuu	a.ʒuu	a + ʒ uː	bulu1255	1199	27.451029	92.44627	8225	8225	FALSE	Lieberherr2017		_thewife _thewife	
17722	237_thewife	the wife	KBWDuhumbi	Duhumbi	WesternKhoBwa	u.ja	u.ja	u + j a	chug1252	1199	27.416112	92.212034	8225	8225	FALSE	LandB2017		_thewife _thewife	
17723	237_thewife	the wife	KBWKhoina	Sartang	WesternKhoBwa	a.ju	a.ju	a + j u	khoi1253	1199	27.334981	92.52994	8225	8225	FALSE	LandB2017		_thewife _thewife	
17724	237_thewife	the wife	KBWJerigaon	Sartang	WesternKhoBwa	a.ju	a.ju	a + j u	jeri1243	1199	27.340629	92.486595	8225	8225	FALSE	LandB2017		_thewife _thewife	
17725	237_thewife	the wife	KBWKhoitam	Sartang	WesternKhoBwa	a.ju	a.ju	a + j u	khoi1252	1199	27.327487	92.439455	8225	8225	FALSE	LandB2017		_thewife _thewife	
17726	237_thewife	the wife	KBWRahung	Sartang	WesternKhoBwa	a.ju	a.ju	a + j u	rahu1234	1199	27.310778	92.395028	8225	8225	FALSE	LandB2017		_thewife _thewife	
17727	237_thewife	the wife	KBWRupa	Sherdukpen	WesternKhoBwa	a.ju	a.ju	a + j u	rupa1234	1199	27.203065	92.398757	8225	8225	FALSE	LandB2017		_thewife _thewife	
17728	237_thewife	the wife	KBWShergaon	Sherdukpen	WesternKhoBwa	a.ju	a.ju	a + j u	sher1261	1199	27.105018	92.272133	8225	8225	FALSE	LandB2017		_thewife _thewife	
17778	237_thewife	the wife	Rangoon	Rangoon	Burmish	mɑ⁵³+jɑ⁵⁵	m.ɑ.⁵³.+.j.ɑ.⁵⁵	m ɑ ⁵³ + j ɑ ⁵⁵	nucl1310	1199	16.874207	96.190785	8225	8225	FALSE	Huang1992 Hill2017		_thewife _thewife	
17721	237_thewife	the wife	KBWKhispi	Khispi	WesternKhoBwa	jɛs.ma	jɛs.ma	j ɛ s + m a	lish1235	1199	27.378042	92.223221		5073	FALSE	LandB2017		_thewife _thewife	
17729	237_thewife	the wife	TshBhutanTshangla	BhutanTshangla	Bodic	me+wak+ʦa	me+wak+ʦa	m e + w a k + ts a	tsha1245	1199	27.332081	91.551505	1179	4530	FALSE	LandB2017		_thewife _thewife _thewife	
17731	237_thewife	the wife	HruNamreiBisai	Namrei	Hrusish	zi	zi	z i	hrus1242	1199	27.680112	92.699998		4773	FALSE	Abraham2018		thewife	
17732	237_thewife	the wife	HruNamreiNabolang	Namrei	Hrusish	zi	zi	z i	hrus1242	1199	27.558051	92.789317		4773	FALSE	Abraham2018		thewife	
17736	237_thewife	the wife	HruMijiNafra	Miji	Hrusish	zi	zi	z i	hrus1242	1199	27.371831	92.544458		4773	FALSE	Abraham2018		thewife	
17737	237_thewife	the wife	HruDammaiRurang	Miji	Hrusish	zəvə	zə+və	z ə + v ə	hrus1242	1199	27.368891	92.48215		4773	FALSE	Abraham2018		_thewife _thewife	
17749	237_thewife	the wife	Zhaba	Zhaba	Qiangic	sɪ¹³	s.ɪ.¹³	s ɪ ¹³	zhab1238	1199	30.538892	101.058397	4773	4773	FALSE	Huang1992		thewife	
17733	237_thewife	the wife	HruHrusoAkaJamiri	HrusoAka	Hrusish	ʔoɸom	ʔo+ɸom	o + ɸ o m	hrus1242	1199	27.203617	92.590615		5072	FALSE	Abraham2018		_thewife _thewife	
17735	237_thewife	the wife	HruDammaiDibin	Miji	Hrusish	gi	gi	g i	hrus1242	1199	27.444541	92.511881		5071	FALSE	Abraham2018		thewife	
17738	237_thewife	the wife	EBBumthang	Bumthang	East Bodish	namo	na+mo	n a + m o	khen1241	1199	27.549248	90.753738		5955	FALSE	vanDriem2015		_thewife _thewife	
17757	237_thewife	the wife	Xiahe	Xiahe	Tibetan	naχ mo	n.a.χ._.m.o	n a χ + m o	amdo1237	1199	35.210549	102.524979	5955	5955	FALSE	Huang1992		_thewife _thewife	
17739	237_thewife	the wife	OldTibetan	OldTibetan	Tibetan	kʰjo+mo	kʰ.j.o.+.m.o	kʰ j o./o + m o	clas1254	1199	30.027852	91.158704	5467	5467	FALSE	Huang1992		_thewife _thewife	
17740	237_thewife	the wife	Japhug	Japhug	rGyalrong	tɤ-rʑaβ	t.ɤ.◦.r.ʑ.a.β	t ɤ + r ʑ a β	japh1234	1199	32.207076	101.957636	2935	2935	FALSE	Jacques2015b		_thewife _thewife	
17744	237_thewife	the wife	Maerkang	Marerkang	rGyalrong	tɑ rɟjɑp	t.ɑ._.r.ɟ.j.ɑ.p	t ɑ + r ɟ j ɑ p	situ1238	1199	31.868614	102.295293	2935	2935	FALSE	Huang1992		_thewife _thewife	
17762	237_thewife	the wife	WobziKhroskyabs	KhroskyabsWobzi	rGyalrong	rjɑ́v	r.j.ɑ́.v	r j ɑ́ v	eree1240	1199	31.62758	101.427999	2935	2935	FALSE	Lai2017		thewife	
17741	237_thewife	the wife	Daofu	Daofu	rGyalrong	la ja	l.a._.j.a	l a + j a	horp1240	1199	30.975281	101.123742	2931	2931	FALSE	Huang1992		_thewife _thewife	
17742	237_thewife	the wife	Daofu	Daofu	rGyalrong	vu da	v.u._.d.a	v u + d a	horp1240	1199	30.975281	101.123742	2933	4593	FALSE	Huang1992	!ignore double no link! !COGID changed Macy cross semantic!	_thewife _thewife	
17743	237_thewife	the wife	TshMotuoMenba	MotuoCangluoTshangla	Bodic	tshe roʔ	tsh.e._.r.o.ʔ	tsʰ e + r o./o ʔ	tsha1245	1199	29.321347	95.319922	4397	4397	FALSE	Huang1992	this means 'life partner' see also 'husband'	_thewife _thewife	
17745	237_thewife	the wife	Lhasa	Lhasa	Tibetan	a⁵⁵tɕe⁵⁵	a.⁵⁵.◦.tɕ.e.⁵⁵	a ⁵⁵ + tɕ e ⁵⁵	utsa1239	1199	29.653441	91.171493	5956	5956	FALSE	Huang1992	!ignore double no link!	_thewife _thewife	
17746	237_thewife	the wife	Lhasa	Lhasa	Tibetan	ce⁵⁵mɛ̃⁵⁵	c.e.⁵⁵.◦.m.ɛ̃.∼.⁵⁵	c e ⁵⁵ + m ɛ̃ ⁵⁵	utsa1239	1199	29.653441	91.171493	5957	5957	FALSE	Huang1992		_thewife _thewife	
17747	237_thewife	the wife	Daofu	Daofu	rGyalrong	lɛji	l.ɛ.j.i	l ɛ j i	horp1240	1199	30.975281	101.123742	2932	4668	FALSE	Huang1992	!ignore double no link! !COGID changed Macy cross semantic!	thewife	
17748	237_thewife	the wife	Dulong	Dulong	Nungic	pɯ³¹mɑ⁵⁵	p.ɯ.³¹.◦.m.ɑ.⁵⁵	p ɯ ³¹ + m ɑ ⁵⁵	drun1238	1199	27.749017	98.691868	2934	4669	FALSE	Huang1992	!COGID changed Macy cross semantic!	_thewife _thewife	
17750	237_thewife	the wife	DarangTaraon	DarangTaraon	Deng	me⁵⁵jɑŋ⁵⁵	m.e.⁵⁵.◦.j.ɑ.ŋ.⁵⁵	m e ⁵⁵ + j ɑ ŋ ⁵⁵	diga1241	1199	28.657986	97.469136	2927	2927	FALSE	Huang1992		_thewife _thewife	
17754	237_thewife	the wife	TaniBokar	Bokar	Tani	me |jaŋ	m.e._.j.a.ŋ	m e + j a ŋ	boka1249	1199	27.554547	93.15717	2927	2927	FALSE	Huang1992		_thewife _thewife	
17756	237_thewife	the wife	Yidu	Yidu	Deng	e⁵⁵jɑŋ⁵⁵kɹu⁵⁵	e.⁵⁵.◦.j.ɑ.ŋ.⁵⁵.◦.k.ɹ.u.⁵⁵	e ⁵⁵ + j ɑ ŋ ⁵⁵ + k ɹ u ⁵⁵	idum1241	1199	29.448172	95.650179	2927	2927	FALSE	Huang1992		_thewife _thewife _thewife	
