sagart_id	concept	concepticon_id	concepticon_gloss	partcentage	doculects
Sagart-2019-250-118	the lip (the lips)	478	LIP	0.98	Jingpho MotuoMenba Daofu Dulong MaerkangrGyalrong Batang Zhaba DarangTaraon Xiahe Lhasa Lisu Bokar Alike Yidu Japhug Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo OldTibetan Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Rangoon Atsi Maru Lashi Xiandao Bola Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-119	the liver	1224	LIVER	1.0	OldTibetan Khaling Limbu Japhug Tangut Jingpho MotuoMenba MaerkangrGyalrong Lhasa Alike Daofu Dulong Batang Lisu Zhaba DarangTaraon Xiahe Bokar Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Atsi Xiandao Achang Bola Lashi Maru Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-121	the louse	1392	LOUSE	1.0	OldTibetan Khaling Limbu Japhug Tangut Jingpho MotuoMenba MaerkangrGyalrong Lhasa Daofu Dulong Batang Bokar Zhaba DarangTaraon Xiahe Lisu Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-122	the lung	688	LUNG	0.98	Daofu Jingpho MotuoMenba MaerkangrGyalrong Lhasa Yidu Dulong Batang Zhaba DarangTaraon Bokar Xiahe Lisu Alike Japhug Khaling OldChinese OldBurmese Limbu WobziKhroskyabs Chepang Garo OldTibetan Thulung Hakha Bunan Byangsi Rongpo Bantawa Bola Achang Maru Rangoon Atsi Lashi Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-123	the man (male human)	2106	MALE PERSON	0.96	Khaling Limbu Japhug Tangut Jingpho MaerkangrGyalrong Lhasa Daofu Dulong Batang Zhaba DarangTaraon Xiahe Alike Bokar Lisu Yidu MotuoMenba OldChinese WobziKhroskyabs Chepang Garo OldTibetan Thulung Hakha Bunan Rongpo Kulung Bantawa Maru Achang Atsi Lashi Xiandao Bola Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-126	the meat	634	MEAT	1.0	OldTibetan Khaling Limbu Japhug Tangut Batang Jingpho MotuoMenba MaerkangrGyalrong Lhasa Daofu Dulong Alike Zhaba DarangTaraon Xiahe Bokar Lisu Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Lashi Maru Xiandao Bola Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-128	the moon	1313	MOON	0.98	OldTibetan Khaling Limbu Japhug Tangut Jingpho MotuoMenba MaerkangrGyalrong Lhasa Dulong Daofu Batang Zhaba DarangTaraon Xiahe Lisu Bokar Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-130	the mosquito	1509	MOSQUITO	0.82	Japhug Lisu Jingpho MotuoMenba MaerkangrGyalrong Lhasa Batang Alike Zhaba DarangTaraon Dulong Xiahe Bokar Yidu Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Rongpo Bantawa Lashi Maru Bola Achang Atsi Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Hayu Tangut
Sagart-2019-250-131	the mother	1216	MOTHER	0.96	OldTibetan Japhug MaerkangrGyalrong Jingpho MotuoMenba Lhasa Daofu Dulong Batang Zhaba DarangTaraon Xiahe Lisu Bokar Alike Yidu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut
Sagart-2019-250-132	the mountain	639	MOUNTAIN	1.0	OldTibetan Khaling Limbu Japhug Tangut Alike Jingpho Bokar MotuoMenba MaerkangrGyalrong Lhasa Daofu Dulong Batang DarangTaraon Zhaba Xiahe Lisu Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-133	the mouse or rat	2139	MUROID (MOUSE OR RAT)	1.0	OldTibetan Japhug Jingpho MotuoMenba MaerkangrGyalrong Daofu Dulong Batang DarangTaraon Lhasa Xiahe Bokar Lisu Zhaba Yidu Alike Limbu Khaling OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Xiandao Achang Bola Rangoon Atsi Maru Lashi Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-134	the mouth	674	MOUTH	0.98	OldTibetan Khaling Limbu Tangut Jingpho MaerkangrGyalrong Lhasa Daofu Dulong Batang Alike Zhaba DarangTaraon Lisu Bokar Yidu Xiahe MotuoMenba OldChinese OldBurmese WobziKhroskyabs Japhug Chepang Garo Thulung Hakha Bunan Byangsi Kulung Bantawa Rangoon Achang Bola Maru Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha Xiandao Lashi Atsi
Sagart-2019-250-135	the mud	640	MUD	0.92	MaerkangrGyalrong Yidu Daofu Dulong Batang Zhaba DarangTaraon Xiahe Jingpho Lhasa Bokar Lisu Alike MotuoMenba Japhug Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Garo OldTibetan Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Maru Atsi Rangoon Lashi Achang Xiandao Bola Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Tangut Mikir Rabha
Sagart-2019-250-136	the nail (fingernail or claw)	2128	CLAW OR NAIL	1.0	OldTibetan Khaling Limbu Japhug Tangut Daofu MaerkangrGyalrong MotuoMenba Dulong Batang Zhaba Lhasa Lisu Jingpho Xiahe DarangTaraon Bokar Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-137	the name	1405	NAME	1.0	OldTibetan Khaling Limbu Japhug Tangut Jingpho MaerkangrGyalrong Lhasa Daofu Dulong Batang Zhaba DarangTaraon Xiahe Lisu MotuoMenba Bokar Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-140	the neck	1333	NECK	1.0	OldTibetan Khaling Limbu Japhug Tangut MaerkangrGyalrong Lhasa Daofu Dulong Batang Zhaba DarangTaraon Lisu Bokar Jingpho Alike Yidu Xiahe MotuoMenba OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Bola Maru Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha Xiandao Lashi Atsi
Sagart-2019-250-141	the needle (for sewing)	1382	NEEDLE (FOR SEWING)	0.96	OldTibetan Japhug MotuoMenba Jingpho Daofu Lhasa Dulong Yidu MaerkangrGyalrong Batang Zhaba Lisu Bokar Alike Xiahe Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Rongpo Kulung Bantawa Maru Rangoon Achang Atsi Bola Lashi Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-144	the nit	267	NIT	0.56	Jingpho MotuoMenba Daofu Dulong MaerkangrGyalrong Lisu Batang Zhaba DarangTaraon Lhasa Xiahe Bokar Alike Yidu Japhug Khaling Limbu WobziKhroskyabs OldTibetan Bunan Xiandao Lashi Bola Achang Maru Rangoon Atsi Tangut
Sagart-2019-250-146	the nose	1221	NOSE	1.0	OldTibetan Khaling Limbu Japhug Tangut Jingpho MaerkangrGyalrong Lhasa Daofu Batang Zhaba DarangTaraon Dulong Lisu Bokar Alike Yidu Xiahe MotuoMenba OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Bola Maru Achang Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha Xiandao Lashi Atsi
Sagart-2019-250-149	the otter	15	OTTER	0.64	Jingpho MotuoMenba Lhasa MaerkangrGyalrong Daofu Dulong DarangTaraon Batang Lisu Bokar Alike Yidu Zhaba Xiahe Japhug OldChinese OldBurmese WobziKhroskyabs Chepang Garo OldTibetan Hakha Rangoon Achang Atsi Bola Lashi Maru Xiandao Lushai Ukhrul Tangut
Sagart-2019-250-151	the pig	1337	PIG	0.98	Jingpho MotuoMenba MaerkangrGyalrong Daofu Dulong Batang Zhaba DarangTaraon Xiahe Lisu Bokar Lhasa Alike Yidu Japhug Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo OldTibetan Thulung Hakha Bunan Rongpo Kulung Bantawa Rangoon Lashi Achang Atsi Bola Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-156	the rain	658	RAIN (PRECIPITATION)	0.98	OldTibetan Khaling Japhug Tangut MotuoMenba MaerkangrGyalrong Daofu Dulong Batang Lhasa DarangTaraon Xiahe Bokar Lisu Jingpho Alike Yidu Zhaba Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-157	the rainbow	1733	RAINBOW	0.82	MotuoMenba Batang MaerkangrGyalrong Lhasa Daofu Dulong Zhaba DarangTaraon Jingpho Lisu Bokar Alike Yidu Xiahe Japhug Khaling OldChinese OldBurmese WobziKhroskyabs Chepang OldTibetan Thulung Hakha Bunan Kulung Bantawa Xiandao Achang Lashi Maru Rangoon Atsi Bola Bahing Lushai Beijing Guangzhou Longgang Jieyang Xingning Tangut
Sagart-2019-250-160	the rice plant	2026	RICE PLANT	0.44	Alike Jingpho MotuoMenba Lhasa Dulong Batang Zhaba DarangTaraon Xiahe Yidu Khaling OldChinese OldBurmese Chepang Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao
Sagart-2019-250-162	the river	666	RIVER	0.94	OldTibetan Japhug Jingpho MaerkangrGyalrong Batang Lhasa Daofu Dulong Bokar Zhaba DarangTaraon Xiahe MotuoMenba Lisu Alike Yidu Khaling OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut
Sagart-2019-250-163	the road	667	ROAD	0.98	OldTibetan Khaling Limbu Japhug Tangut Jingpho MotuoMenba MaerkangrGyalrong Lhasa Daofu Dulong Batang Lisu Zhaba DarangTaraon Xiahe Bokar Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Rongpo Kulung Bantawa Rangoon Atsi Bola Lashi Maru Xiandao Achang Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-164	the root	670	ROOT	1.0	OldTibetan Khaling Limbu Japhug Tangut Yidu Xiahe Jingpho MotuoMenba Lhasa Dulong Batang MaerkangrGyalrong Zhaba DarangTaraon Lisu Bokar Alike Daofu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-165	the rope	1218	ROPE	0.96	OldTibetan Japhug Jingpho MotuoMenba MaerkangrGyalrong Lhasa Daofu Dulong Batang Zhaba DarangTaraon Xiahe Alike Lisu Bokar Yidu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Longgang Jieyang Xingning Hayu Tangut Mikir Rabha
Sagart-2019-250-168	the salt	1274	SALT	0.98	OldTibetan Japhug Jingpho MaerkangrGyalrong Lhasa Dulong Batang Yidu Zhaba DarangTaraon Xiahe Lisu Bokar Alike MotuoMenba Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-170	the sand	671	SAND	0.94	OldTibetan Khaling Japhug Tangut Jingpho MotuoMenba MaerkangrGyalrong Daofu Dulong Batang Lhasa DarangTaraon Zhaba Xiahe Lisu Bokar Alike Yidu OldChinese OldBurmese WobziKhroskyabs Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-172	the sea	1474	SEA	0.6	Jingpho Batang MaerkangrGyalrong Lhasa Daofu Dulong Bokar Zhaba DarangTaraon Lisu Alike Yidu Xiahe MotuoMenba Japhug Khaling OldChinese OldBurmese WobziKhroskyabs OldTibetan Thulung Hakha Bunan Byangsi Rongpo Bantawa Rangoon Achang Atsi Lashi
Sagart-2019-250-174	the seed	714	SEED	0.96	OldTibetan Khaling Limbu Japhug Jingpho MotuoMenba Daofu MaerkangrGyalrong Lhasa Yidu Dulong Zhaba DarangTaraon Xiahe Lisu Bokar Alike Batang OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Longgang Jieyang Xingning Ukhrul Tangut Mikir Rabha
Sagart-2019-250-177	the sheep	1331	SHEEP	0.84	Jingpho MotuoMenba MaerkangrGyalrong Lisu Lhasa Daofu Dulong Batang Zhaba DarangTaraon Xiahe Bokar Alike Yidu Japhug Khaling OldChinese OldBurmese WobziKhroskyabs Garo OldTibetan Thulung Hakha Bunan Byangsi Rongpo Bantawa Xiandao Rangoon Achang Maru Atsi Lashi Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Tangut
Sagart-2019-250-250	the shit	676	SHIT (DEFECATE)	0.96	MotuoMenba Batang Daofu Yidu Lhasa MaerkangrGyalrong Alike Lisu Dulong Bokar Zhaba Jingpho Xiahe DarangTaraon OldChinese Japhug Limbu Khaling WobziKhroskyabs Chepang Garo OldTibetan Thulung Hakha Bunan Rongpo Bantawa Byangsi Bahing Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha Achang Rangoon Xiandao Lashi Bola Maru Atsi OldBurmese
Sagart-2019-250-180	the shoulder	1482	SHOULDER	0.98	OldTibetan Japhug Alike Jingpho MotuoMenba MaerkangrGyalrong Lhasa Daofu Dulong Batang DarangTaraon Xiahe Zhaba Bokar Yidu Lisu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Bola Achang Maru Rangoon Atsi Lashi Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Hayu Tangut Mikir Rabha
Sagart-2019-250-182	the sickle	341	SICKLE	0.7	Bokar MotuoMenba Jingpho MaerkangrGyalrong Lhasa Daofu Batang Yidu Dulong Zhaba DarangTaraon Xiahe Alike Japhug Khaling Limbu OldChinese WobziKhroskyabs Chepang Garo OldTibetan Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Lashi Xiandao Achang Maru Rangoon Atsi Bola
Sagart-2019-250-185	the skin	763	SKIN	0.98	OldTibetan Khaling Limbu Japhug Tangut MotuoMenba MaerkangrGyalrong Daofu Batang Zhaba DarangTaraon Dulong Lisu Bokar Lhasa Jingpho Yidu Xiahe OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Bola Achang Maru Rangoon Atsi Lashi Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-186	the sky	1732	SKY	0.96	OldTibetan Japhug Jingpho MotuoMenba Lhasa Daofu MaerkangrGyalrong Dulong Batang Bokar Zhaba Xiahe Lisu DarangTaraon Alike Yidu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Tangut Mikir Rabha
Sagart-2019-250-190	the smoke	778	SMOKE (EXHAUST)	1.0	OldTibetan Khaling Limbu Japhug Tangut Jingpho MaerkangrGyalrong Lhasa Daofu Dulong Batang Lisu Zhaba DarangTaraon Xiahe Bokar Alike Yidu MotuoMenba OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-192	the snake	730	SNAKE	1.0	OldTibetan Japhug Jingpho Daofu Alike Lhasa MotuoMenba Dulong Batang MaerkangrGyalrong Zhaba DarangTaraon Xiahe Lisu Bokar Yidu Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-193	the snow	784	SNOW	0.9	OldTibetan Japhug Jingpho MotuoMenba MaerkangrGyalrong Lhasa Daofu Dulong Zhaba DarangTaraon Lisu Batang Bokar Alike Yidu Xiahe Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Tangut Mikir Maru
Sagart-2019-250-195	the son	1620	SON	1.0	MotuoMenba MaerkangrGyalrong Lhasa Daofu Dulong Batang Zhaba Yidu DarangTaraon Xiahe Lisu Bokar Alike Jingpho Japhug Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo OldTibetan Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-196	the sparrow	1854	SPARROW	0.52	Jingpho MaerkangrGyalrong Lhasa Daofu Yidu Dulong Batang Zhaba DarangTaraon Xiahe Bokar Alike Japhug OldChinese OldBurmese WobziKhroskyabs Garo OldTibetan Hakha Lashi Xiandao Bola Achang Rangoon Atsi Maru
Sagart-2019-250-197	the spider	843	SPIDER	0.96	OldTibetan Japhug MotuoMenba Daofu Dulong Batang MaerkangrGyalrong Zhaba DarangTaraon Lhasa Xiahe Lisu Bokar Alike Yidu Jingpho Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Rongpo Kulung Bantawa Achang Lashi Maru Xiandao Bola Rangoon Atsi Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Hayu Tangut Mikir Rabha
Sagart-2019-250-200	the star	1430	STAR	1.0	OldTibetan Khaling Limbu Japhug Tangut MotuoMenba MaerkangrGyalrong Daofu Dulong Batang Lisu Lhasa Zhaba DarangTaraon Alike Bokar Jingpho Yidu Xiahe OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Rangoon Achang Atsi Bola Lashi Maru Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-202	the stick	1295	STICK	0.94	OldTibetan Japhug Jingpho MotuoMenba Daofu Dulong Batang Lhasa MaerkangrGyalrong Zhaba Xiahe DarangTaraon Yidu Bokar Lisu Alike Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Achang Lashi Xiandao Bola Atsi Maru Rangoon Bahing Lushai Beijing Guangzhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-203	the stone (a piece of)	857	STONE	1.0	OldTibetan Khaling Limbu Japhug Tangut Yidu Alike Dulong Bokar Lisu Jingpho DarangTaraon Xiahe MaerkangrGyalrong Zhaba MotuoMenba Batang Lhasa Daofu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Xiandao Rangoon Achang Atsi Bola Lashi Maru Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-205	the sun	1343	SUN	1.0	OldTibetan Khaling Limbu Japhug Tangut Jingpho MotuoMenba MaerkangrGyalrong Daofu Dulong Batang Lhasa Lisu Zhaba DarangTaraon Xiahe Bokar Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-206	the tail	1220	TAIL	1.0	OldTibetan Khaling Limbu Japhug Tangut MotuoMenba MaerkangrGyalrong Lhasa Daofu Dulong DarangTaraon Batang Zhaba Lisu Bokar Alike Yidu Jingpho Xiahe OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Maru Xiandao Lashi Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-211	the thigh	471	UPPER LEG (THIGH)	0.9	Alike Jingpho MotuoMenba MaerkangrGyalrong Lhasa Daofu Dulong Batang Zhaba DarangTaraon Xiahe Lisu Bokar Yidu Japhug Khaling OldChinese OldBurmese WobziKhroskyabs Chepang OldTibetan Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Maru Rangoon Atsi Xiandao Bola Lashi Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Hayu Tangut Mikir Rabha
Sagart-2019-250-218	the thunder	1150	THUNDER	0.98	OldTibetan Japhug Jingpho MotuoMenba MaerkangrGyalrong Yidu Daofu Dulong Batang Zhaba DarangTaraon Xiahe Lhasa Bokar Lisu Alike Limbu Khaling OldChinese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Kulung Bantawa Achang Bola Maru Rangoon Atsi Lashi Xiandao Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha OldBurmese
Sagart-2019-250-219	the tiger	846	TIGER	1.0	Jingpho MotuoMenba MaerkangrGyalrong Lhasa Daofu Yidu Dulong DarangTaraon Xiahe Batang Zhaba Lisu Bokar Alike Japhug Khaling Limbu OldChinese OldBurmese WobziKhroskyabs Chepang Garo OldTibetan Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Maru Atsi Bola Achang Xiandao Lashi Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Tangut Mikir Rabha
Sagart-2019-250-222	the tongue	1205	TONGUE	1.0	OldTibetan Khaling Limbu Japhug Tangut Daofu Lhasa MotuoMenba MaerkangrGyalrong Jingpho Batang Zhaba DarangTaraon Xiahe Dulong Lisu Bokar Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Thulung Garo Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-223	the tooth (front)	1380	TOOTH	1.0	OldTibetan Khaling Limbu Japhug Tangut Jingpho MotuoMenba Daofu Dulong Batang MaerkangrGyalrong Zhaba DarangTaraon Xiahe Lisu Bokar Lhasa Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Xiandao Rangoon Lashi Maru Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-224	the tree	906	TREE	0.96	OldTibetan Khaling Limbu Japhug Tangut MotuoMenba Jingpho Daofu Dulong MaerkangrGyalrong Batang Zhaba DarangTaraon Xiahe Bokar Lhasa Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
Sagart-2019-250-229	the water	948	WATER	1.0	OldTibetan Khaling Limbu Japhug Tangut Jingpho MotuoMenba MaerkangrGyalrong Daofu Dulong Lhasa Zhaba DarangTaraon Xiahe Batang Lisu Bokar Alike Yidu OldChinese OldBurmese WobziKhroskyabs Chepang Garo Thulung Hakha Bunan Byangsi Rongpo Kulung Bantawa Achang Atsi Bola Lashi Maru Xiandao Rangoon Bahing Lushai Beijing Guangzhou Chaozhou Longgang Jieyang Xingning Ukhrul Hayu Mikir Rabha
