ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,NOTES,LOAN
HruNamreiNabolang-51_thefather-1,NamreiNabolang_130,HruNamreiNabolang,51_thefather,aba,a+ba,,,Abraham2018,,,,,,
HruHrusoAkaJamiri-51_thefather-1,HrusoAkaJamiri_130,HruHrusoAkaJamiri,51_thefather,ʔau,ʔau,,,Abraham2018,,,,,,
HruBangru-51_thefather-1,Bangru_130,HruBangru,51_thefather,abu,a+bu,,,TB,,,,,,
HruDammaiDibin-51_thefather-1,DammaiDibin_130,HruDammaiDibin,51_thefather,abu,a+bu,,,Abraham2018,,,,,,
HruMijiNafra-51_thefather-1,MijiNafra_130,HruMijiNafra,51_thefather,abo,a+bo,,,Abraham2018,,,,,,
HruDammaiRurang-51_thefather-1,DammaiRurang_130,HruDammaiRurang,51_thefather,abo,a+bo,,,Abraham2018,,,,,,
EBBumthang-51_thefather-1,Bumthang_231,EBBumthang,51_thefather,apa,a+pa,,,vanDriem2015,,,,,,
OldTibetan-51_thefather-1,OldTibetan_2191,OldTibetan,51_thefather,apʰa,a.pʰ.a,,,Huang1992,107,,,,,FALSE
Japhug-51_thefather-1,Japhug_2180,Japhug,51_thefather,tɤ-wa,t.ɤ.◦.w.a,,,Jacques2015b,107,,,,,FALSE
Jingpho-51_thefather-1,Jingpho_2181,Jingpho,51_thefather,wa̱⁵¹,w.a̱.⁵¹,,,Huang1992,107,,,,,FALSE
TshMotuoMenba-51_thefather-1,MotuoMenba_2188,TshMotuoMenba,51_thefather,ʔa pa,ʔ.a._.p.a,,,Huang1992,107,,,,,FALSE
Maerkang-51_thefather-1,MaerkangrGyalrong_v2_1160,Maerkang,51_thefather,tɐ pɐ,t.ɐ._.p.ɐ,,,Huang1992,107,,,,,FALSE
TaniBokar-51_thefather-1,Bokar_2170,TaniBokar,51_thefather,a bo,a.+.b.o,,,Huang1992,107,,,,,FALSE
Lhasa-51_thefather-1,Lhasa_2198,Lhasa,51_thefather,a⁵⁵pa⁵⁵,a.⁵⁵.◦.p.a.⁵⁵,,,Huang1992,107,,,,,FALSE
Lhasa-51_thefather-2,Lhasa_2199,Lhasa,51_thefather,pa⁵⁵pa⁵⁵,p.a.⁵⁵.◦.p.a.⁵⁵,,,Huang1992,107,,,,,FALSE
Daofu-51_thefather-1,Daofu_v2_1628,Daofu,51_thefather,a pa,a.+.p.a,,,Huang1992,107,,,,,FALSE
Dulong-51_thefather-1,Dulong_2176,Dulong,51_thefather,ɑ³¹pɑi⁵³,ɑ.³¹.+.p.ɑ.i.⁵³,,,Huang1992,107,,,,,FALSE
Batang-51_thefather-1,Batang_2196,Batang,51_thefather,ʔa⁵⁵pha⁵³,ʔ.a.⁵⁵.◦.ph.a.⁵³,,,Huang1992,107,,,,,FALSE
Batang-51_thefather-2,Batang_2197,Batang,51_thefather,pha⁵⁵gẽ⁵⁵,ph.a.⁵⁵.◦.g.ẽ.∼.⁵⁵,,,Huang1992,107,,,,,FALSE
Xiahe-51_thefather-1,Xiahe_v2_2853,Xiahe,51_thefather,ʔa dʑa,ʔ.a._.dʑ.a,,,Huang1992,2361,,,,,FALSE
Lisu-51_thefather-1,Lisu_2185,Lisu,51_thefather,a̱³³mɑ̱³³,ɑ.³¹.b.ɑ.³¹,,,Huang1992,107,,,,,FALSE
Alike-51_thefather-1,Alike_2195,Alike,51_thefather,a rdʑæ,a._.r.dʑ.æ,,,Huang1992,2361,,,,,FALSE
Yidu-51_thefather-1,Yidu_2203,Yidu,51_thefather,nɑ⁵⁵bɑ⁵⁵,n.ɑ.⁵⁵.◦.b.ɑ.⁵⁵,,,Huang1992,107,,,,,FALSE
DarangTaraon-51_thefather-1,DarangTaraon_2175,DarangTaraon,51_thefather,ɑ³¹bɑ³⁵,ɑ.³¹.◦.b.ɑ.³⁵,,,Huang1992,107,,,,,FALSE
Zhaba-51_thefather-1,Zhaba_2204,Zhaba,51_thefather,a⁵⁵pe⁵⁵,a.⁵⁵.◦.p.e.⁵⁵,,,Huang1992,107,,,,,FALSE
OldChinese-51_thefather-1,OldChinese_2190,OldChinese,51_thefather,*[N-p](r)aʔ,ɴ.+.p.a.ʔ,,,Baxter2014,107,,,,,FALSE
OldBurmese-51_thefather-1,OldBurmese_2189,OldBurmese,51_thefather,a◦phij,a.◦.ph.i.j,,,Hill2017,107,,,,,FALSE
Khaling-51_thefather-1,Khaling_v2_5130,Khaling,51_thefather,pɛpp,p.ɛ.p.p,,,Jacques2017FN,107,,,,,FALSE
Limbu-51_thefather-1,Limbu_2184,Limbu,51_thefather,pa,p.a,,,Jacques2017FN,107,,,,,FALSE
WobziKhroskyabs-51_thefather-1,WobziKhroskyabs_2201,WobziKhroskyabs,51_thefather,æ̂pɑ,æ̂.p.ɑ,,,Lai2017,107,,,,,FALSE
Chepang-51_thefather-1,Chepang_2174,Chepang,51_thefather,ʔa+pa,ʔ.a.+.p.a,,,Caughley2000,107,,,,,FALSE
Garo-51_thefather-1,Garo_2177,Garo,51_thefather,apa,a.p.a,,,Burling2003,107,,,,,FALSE
Thulung-51_thefather-1,Thulung_2194,Thulung,51_thefather,paːp,p.aː.p,,,Allen1975,107,,,,,FALSE
Hakha-51_thefather-1,Hakha_2178,Hakha,51_thefather,pâa,p.âa,,,VanBik2014,107,,,,,FALSE
Bunan-51_thefather-1,Bunan_2171,Bunan,51_thefather,awa,a.w.a,,,Widmer2014,107,,,,,FALSE
Byangsi-51_thefather-1,Byangsi_2172,Byangsi,51_thefather,ba,b.a,,,Sharma2003a,107,,,,,FALSE
Rongpo-51_thefather-1,Rongpo_v2_7005,Rongpo,51_thefather,aːpa,aː.p.a,,,Sharma2003,107,,,,,FALSE
Kulung-51_thefather-1,Kulung_2182,Kulung,51_thefather,pa,p.a,,,Tolsma1999,107,,,,,FALSE
Bantawa-51_thefather-1,Bantawa_v2_7433,Bantawa,51_thefather,pa,p.a,,,Jongens2009,107,,,,,FALSE
Achang-51_thefather-1,Achang_2167,Achang,51_thefather,teʔ⁵⁵,t.e.ʔ.⁵⁵,,,Huang1992 Hill2017,1046,,,,,FALSE
Bola-51_thefather-1,Bola_v2_8094,Bola,51_thefather,a³¹+va⁵⁵,a.³¹.+.v.a.⁵⁵,,,Huang1992 Hill2017,107,,,,,FALSE
Lashi-51_thefather-1,Lashi_2183,Lashi,51_thefather,a⁵⁵+pʰo⁵³,a.⁵⁵.+.pʰ.o.⁵³,,,Huang1992 Hill2017,107,,,,,FALSE
Xiandao-51_thefather-1,Xiandao_v2_8097,Xiandao,51_thefather,po³¹,p.o.³¹,,,Huang1992 Hill2017,107,,,,,FALSE
Rangoon-51_thefather-1,Rangoon_2192,Rangoon,51_thefather,ɑ⁵³+pʰe²²,ɑ.⁵³.+.pʰ.e.²²,,,Huang1992 Hill2017,107,,,,,FALSE
Atsi-51_thefather-1,Atsi_v2_9076,Atsi,51_thefather,a⁵⁵+va²¹,a.⁵⁵.+.v.a.²¹,,,Huang1992 Hill2017,107,,,,,FALSE
Maru-51_thefather-1,Maru_v2_9086,Maru,51_thefather,a⁵⁵+pʰɔ⁵⁵,a.⁵⁵.+.pʰ.ɔ.⁵⁵,,,Huang1992 Hill2017,107,,,,,FALSE
Bahing-51_thefather-1,Bahing_v2_9289,Bahing,51_thefather,papa,p.a.p.a,,,Michailovsky1989,107,,,,,FALSE
Lushai-51_thefather-1,Lushai_2186,Lushai,51_thefather,pa,p.a,,,Lorrain1940,107,,,,,FALSE
Beijing-51_thefather-1,Beijing_2168,Beijing,51_thefather,pa⁵¹pa⁰,p.a.⁵¹.p.a.⁰,,,Lai2017FN,107,,,,,FALSE
Beijing-51_thefather-2,Beijing_2169,Beijing,51_thefather,tie⁵⁵,t.i.e.⁵⁵,,,Lai2017FN,1743,,,,,FALSE
Guangzhou-51_thefather-1,Guangzhou_v2_10166,Guangzhou,51_thefather,pa⁵⁵₂₁pa⁵⁵,p.a.⁵⁵₂₁.p.a.⁵⁵,,,Lai2017FN,107,,,,,FALSE
Guangzhou-51_thefather-2,Guangzhou_v2_10167,Guangzhou,51_thefather,lou²³tɐu²²,l.o.u.²³.t.ɐ.u.²²,,,Lai2017FN,3377,,,,,FALSE
Chaozhou-51_thefather-1,Chaozhou_2173,Chaozhou,51_thefather,pe³⁵,p.e.³⁵,,,Lai2017FN,107,,,,,FALSE
Longgang-51_thefather-1,Longgang_v2_10169,Longgang,51_thefather,pa²¹pa¹³,p.a.²¹.p.a.¹³,,,Lai2017FN,107,,,,,FALSE
Jieyang-51_thefather-1,Jieyang_v2_10170,Jieyang,51_thefather,pe³⁵,p.e.³⁵,,,Lai2017FN,107,,,,,FALSE
Xingning-51_thefather-1,Xingning_2202,Xingning,51_thefather,a⁴⁴pa⁴⁵,a.⁴⁴.p.a.⁴⁵,,,Lai2017FN,107,,,,,FALSE
Ukhrul-51_thefather-1,Ukhrul_2200,Ukhrul,51_thefather,ʔa+va,ʔ.a.+.v.a,,,Mortensen2012,107,,,,,FALSE
Hayu-51_thefather-1,Hayu_2179,Hayu,51_thefather,uxpʊ,u.x.p.ʊ,,,Michailovsky1989a,107,,,,,FALSE
Tangut-51_thefather-1,Tangut_2193,Tangut,51_thefather,wja,w.ja,,,Li1997,10198,,,,,FALSE
KarbiMikir-51_thefather-1,Mikir_v2_11688,KarbiMikir,51_thefather,po,+.p.ō,,,Walker1925 KonnerthFC GruessnerNoDate,0,,,,,FALSE
MishmiKaman-51_thefather-1,Kaman_196277,MishmiKaman,51_thefather,pɑ̆i³⁵,pɑ̆i³⁵,,,Sun1991,,,,,,
KBEastPuroikSoja-51_thefather-1,easternpuroik_185,KBEastPuroikSoja,51_thefather,apa,a+pa,,,RS09,,,,,,
KBEastPuroikRemsangpuia-51_thefather-1,easternpuroik_51,KBEastPuroikRemsangpuia,51_thefather,apua,a+pua,,,Remsangpuia2008,,,,,,
KBEastPuroikSun-51_thefather-1,puroik_196279,KBEastPuroikSun,51_thefather,a³³ pa³³,a³³+pa³³,,,Sun1991,,,,,,
TshDirangTshangla-52_thefeather-1,DirangTshangla_186,TshDirangTshangla,52_thefeather,pu,pu,,,TB,,,,,,
TaniTangam-52_thefeather-1,Tangam_52,TaniTangam,52_thefeather,loomɨ,loː+mɨ,,,Post2017,,,,,,
EBDzalakha-52_thefeather-1,Dzalakha_52,EBDzalakha,52_thefeather,dro,ɖo,,,DDC2017,,,,,,
EBKhengkha-52_thefeather-1,Khengkha_186,EBKhengkha,52_thefeather,སྒྲོ།,ɖo,,,TB,,,,,,
EBMamaCuonaMenba-52_thefeather-1,MamaCuonaMenba_413,EBMamaCuonaMenba,52_thefeather,krɔ˧˥,krɔ35,,,Lu1986,,,,,,
EBWenlangCuonaMenba-52_thefeather-1,WenlangCuonaMenba_414,EBWenlangCuonaMenba,52_thefeather,khɑ˥pu˥,khɑ55pu55,,,Lu1986,,,,,,
KBWestPuroikLieberherr-52_thefeather-1,BuluPuroik_v22383,KBWestPuroikLieberherr,52_thefeather,a.mɨn,a.mɨn,,,TB,,,,,,FALSE
KBDikhyangBugun-52_thefeather-1,DikhyangBugun_v22384,KBDikhyangBugun,52_thefeather,i.man,i.man,,,TB,,,,,,FALSE
KBWKhispi-52_thefeather-1,Khispi_v22385,KBWKhispi,52_thefeather,mul,mul,,,TB,,,,,,FALSE
KBWDuhumbi-52_thefeather-1,Duhumbi_v22386,KBWDuhumbi,52_thefeather,pu,pu,,,TB,,,,,,FALSE
KBWKhoina-52_thefeather-1,Khoina_v22387,KBWKhoina,52_thefeather,a.miŋ,a.miŋ,,,TB,,,,,,FALSE
KBWJerigaon-52_thefeather-1,Jerigaon_v22388,KBWJerigaon,52_thefeather,a.miŋ,a.miŋ,,,TB,,,,,,FALSE
KBWKhoitam-52_thefeather-1,Khoitam_v22389,KBWKhoitam,52_thefeather,a.miŋ,a.miŋ,,,TB,,,,,,FALSE
KBWRahung-52_thefeather-1,Rahung_v22390,KBWRahung,52_thefeather,a.miŋ,a.miŋ,,,TB,,,,,,FALSE
KBWRupa-52_thefeather-1,Rupa_v22391,KBWRupa,52_thefeather,a.min,a.min,,,TB,,,,,,FALSE
KBWShergaon-52_thefeather-1,Shergaon_v22392,KBWShergaon,52_thefeather,a.min,a.min,,,TB,,,,,,FALSE
TshBhutanTshangla-52_thefeather-1,BhutanTshangla_v22393,TshBhutanTshangla,52_thefeather,pu,pu,,,TB,,,,,,FALSE
Kusunda-52_thefeather-1,KusundaK_,Kusunda,52_thefeather,ɐ.ɦun,ɐ.ɦun,,,Bodt2019b,0,,,,,FALSE
HruHrusoAkaJamiri-52_thefeather-1,HrusoAkaJamiri_nan,HruHrusoAkaJamiri,52_thefeather,umu,u+mu,,,SA,,,,,*mə-muC,
HruBangru-52_thefeather-1,Bangru_nan,HruBangru,52_thefeather,məməŋ,mə+məŋ,,,BandL2015,,,,,*mə-muC,
HruMijiNafra-52_thefeather-1,MijiNafra_nan,HruMijiNafra,52_thefeather,umu,u+mu,,,SM,,,,,*mə-muC,
EBBumthang-52_thefeather-1,Bumthang_232,EBBumthang,52_thefeather,dro,ɖo,,,DDC2018,,,,,,
OldTibetan-52_thefeather-1,OldTibetan_v2_140,OldTibetan,52_thefeather,spu,s.p.u,,,Huang1992,921,,,,,FALSE
Khaling-52_thefeather-1,Khaling_v2_141,Khaling,52_thefeather,phʌsʌlʌm,pʰ.ʌ.s.ʌ.l.ʌ.m,,,Jacques2017FN,659,,,,,FALSE
Limbu-52_thefeather-1,Limbu_v2_142,Limbu,52_thefeather,murik,m.u.r.i.k,,,Jacques2017FN,772,,,,,FALSE
Japhug-52_thefeather-1,Japhug_v2_143,Japhug,52_thefeather,tɤ-muj,t.ɤ.◦.m.u.j,,,Jacques2015b,1374,,,,,FALSE
Jingpho-52_thefeather-1,Jingpho_v2_801,Jingpho,52_thefeather,u³¹mun³³,u.³¹.◦.m.u.n.³³,,,Huang1992,159,,,,,FALSE
TshMotuoMenba-52_thefeather-1,MotuoMenba_v2_863,TshMotuoMenba,52_thefeather,dʐo,dʐ.o,,,Huang1992,922,,,,,TRUE
Lhasa-52_thefeather-1,Lhasa_v2_1311,Lhasa,52_thefeather,tɕhə¹³pu⁵⁵,tɕʰ.ə.¹³.◦.p.u.⁵⁵,,,Huang1992,921,,,,,FALSE
Lhasa-52_thefeather-2,Lhasa_v2_1312,Lhasa,52_thefeather,tʂo¹³,tʂ.o.¹³,,,Huang1992,922,,,,,FALSE
Daofu-52_thefeather-1,Daofu_v2_1656,Daofu,52_thefeather,ɣra spə,ɣ.r.a.+.s.p.ə,,,Huang1992,921,,,,,FALSE
Dulong-52_thefeather-1,Dulong_v2_1827,Dulong,52_thefeather,ɑŋ⁵⁵mɯn⁵⁵,ɑ.ŋ.⁵⁵.+.m.ɯ.n.⁵⁵,,,Huang1992,159,,,,,FALSE
Dulong-52_thefeather-2,Dulong_v2_1828,Dulong,52_thefeather,mɯn⁵⁵,m.ɯ.n.⁵⁵,,,Huang1992,159,,,,,FALSE
Batang-52_thefeather-1,Batang_v2_1984,Batang,52_thefeather,dʐᴜ⁵³,dʐ.ᴜ.⁵³,,,Huang1992,922,,,,,FALSE
Maerkang-52_thefeather-1,MaerkangrGyalrong_v2_2212,Maerkang,52_thefeather,tɑ mŋi,t.ɑ._.m.ŋ.i,,,Huang1992,1374,,,,,FALSE
Zhaba-52_thefeather-1,Zhaba_v2_2359,Zhaba,52_thefeather,ptsia³³ mʌ⁵⁵mʌ⁵⁵,p.ts.i.a.³³._.m.ʌ.⁵⁵.◦.m.ʌ.⁵⁵,,,Huang1992,159,,,,,FALSE
DarangTaraon-52_thefeather-1,DarangTaraon_v2_2563,DarangTaraon,52_thefeather,m̩⁵⁵,m̩.⁵⁵,,,Huang1992,159,,,,,FALSE
Xiahe-52_thefeather-1,Xiahe_v2_2882,Xiahe,52_thefeather,dʑo,dʑ.o,,,Huang1992,922,,,,,FALSE
Alike-52_thefeather-1,Alike_v2_3104,Alike,52_thefeather,rdʑo,r.dʑ.o,,,Huang1992,922,,,,,FALSE
Alike-52_thefeather-2,Alike_v2_3114,Alike,52_thefeather,wɕa rpə,w.ɕ.a._.r.p.ə,,,Huang1992,921,,,,,FALSE
Lisu-52_thefeather-1,Lisu_v2_3263,Lisu,52_thefeather,ɛ̃³⁵,e.⁵⁵.m.u̱.³³,,,Huang1992,159,,,,,FALSE
TaniBokar-52_thefeather-1,Bokar_v2_3295,TaniBokar,52_thefeather,ȵu jiː,ȵ.u.+.j.iː,,,Huang1992,2630,,,,,FALSE
Yidu-52_thefeather-1,Yidu_v2_3819,Yidu,52_thefeather,mu⁵⁵bɹɑ⁵⁵,m.u.⁵⁵.◦.b.ɹ.ɑ.⁵⁵,,,Huang1992,2905,,,,,FALSE
OldChinese-52_thefeather-1,OldChinese_v2_4635,OldChinese,52_thefeather,*[ɢ]ʷ(r)aʔ,ɢʷ.a.ʔ,,,Baxter2014,1745,,,,,FALSE
OldBurmese-52_thefeather-1,OldBurmese_v2_4945,OldBurmese,52_thefeather,a+mujḥ,a.+.m.u.j.ḥ,,,Hill2017,159,,,,,FALSE
WobziKhroskyabs-52_thefeather-1,WobziKhroskyabs_v2_5205,WobziKhroskyabs,52_thefeather,bjævə̂l,b.j.æ.v.ə̂.l,,,Lai2017,3745,,,,,FALSE
Chepang-52_thefeather-1,Chepang_v2_5457,Chepang,52_thefeather,pheh+(pap),ph.e.h.+.(.p.a.p.),,,Caughley2000,3809,,,,,FALSE
Garo-52_thefeather-1,Garo_v2_5696,Garo,52_thefeather,graŋ,g.r.a.ŋ,,,Burling2003,29714,,,,,FALSE
Thulung-52_thefeather-1,Thulung_v2_6034,Thulung,52_thefeather,pasʉrʉm,p.a.s.ʉ.r.ʉ.m,,,Allen1975,659,,,,,FALSE
Hakha-52_thefeather-1,Hakha_v2_6243,Hakha,52_thefeather,hmul,hm.u.l,,,VanBik2014,159,,,,,FALSE
Byangsi-52_thefeather-1,Byangsi_v2_6786,Byangsi,52_thefeather,raŋ+pli,r.a.ŋ.+.p.l.i,,,Sharma2003a,374,,,,,FALSE
Kulung-52_thefeather-1,Kulung_v2_7235,Kulung,52_thefeather,walamma,w.a.l.a.m.m.a,,,Tolsma1999,659,,,,,FALSE
Bantawa-52_thefeather-1,Bantawa_v2_7434,Bantawa,52_thefeather,mɨwa,m.ɨ.w.a,,,Jongens2009,772,,,,,FALSE
Achang-52_thefeather-1,Achang_v2_8104,Achang,52_thefeather,a³¹+mui³¹,a.³¹.+.m.u.i.³¹,,,Huang1992 Hill2017,159,,,,,FALSE
Atsi-52_thefeather-1,Atsi_v2_8105,Atsi,52_thefeather,ʃŏ²¹+mau⁵⁵,ʃ.ŏ.²¹.+.m.a.u.⁵⁵,,,Huang1992 Hill2017,1745,,,,,TRUE
Bola-52_thefeather-1,Bola_v2_8106,Bola,52_thefeather,a³¹+mau³⁵,a.³¹.+.m.a.u.³⁵,,,Huang1992 Hill2017,1745,,,,,TRUE
Lashi-52_thefeather-1,Lashi_v2_8108,Lashi,52_thefeather,sŏ⁵⁵+mou⁵⁵,s.ŏ.⁵⁵.+.m.o.u.⁵⁵,,,Huang1992 Hill2017,159,,,,,FALSE
Rangoon-52_thefeather-1,Rangoon_v2_8230,Rangoon,52_thefeather,ŋ̊ɛʔ⁴+mwe⁵⁵,ŋ̊.ɛ.ʔ.⁴.+.m.w.e.⁵⁵,,,Huang1992 Hill2017,159,,,,,FALSE
Maru-52_thefeather-1,Maru_v2_9120,Maru,52_thefeather,ʃɔ̆³⁵+muk⁵⁵,ʃ.ɔ̆.³⁵.+.m.u.k.⁵⁵,,,Huang1992 Hill2017,159,,,,,FALSE
Bahing-52_thefeather-1,Bahing_v2_9290,Bahing,52_thefeather,pʰlem,pʰ.l.e.m,,,Michailovsky1989,659,,,,,FALSE
Lushai-52_thefeather-1,Lushai_v2_9519,Lushai,52_thefeather,m̥ul,m̥.u.l,,,Lorrain1940,159,,,,,FALSE
Beijing-52_thefeather-1,Beijing_v2_10172,Beijing,52_thefeather,jy²¹⁴₂₁mɑo³⁵,j.y.²¹⁴₂₁.m.ɑ.o.³⁵,,,Lai2017FN,1745,,,,,FALSE
Guangzhou-52_thefeather-1,Guangzhou_v2_10173,Guangzhou,52_thefeather,jy²³mou²¹,j.y.²³.m.o.u.²¹,,,Lai2017FN,1745,,,,,FALSE
Chaozhou-52_thefeather-1,Chaozhou_v2_10174,Chaozhou,52_thefeather,u⁵³₃₅mo⁵⁵,u.⁵³₃₅.m.o.⁵⁵,,,Lai2017FN,1745,,,,,FALSE
Jieyang-52_thefeather-1,Jieyang_v2_10175,Jieyang,52_thefeather,u³¹₃₅mo⁵⁵,u.³¹₃₅.m.o.⁵⁵,,,Lai2017FN,1745,,,,,FALSE
Xingning-52_thefeather-1,Xingning_v2_10176,Xingning,52_thefeather,ʐʅ²¹mɑɔ⁴⁵,ʐ.ʅ.²¹.m.ɑ.ɔ.⁴⁵,,,Lai2017FN,1745,,,,,FALSE
Hayu-52_thefeather-1,Hayu_v2_11335,Hayu,52_thefeather,blop,b.l.o.p,,,Michailovsky1989a,2190,,,,,FALSE
KarbiMikir-52_thefeather-1,Mikir_v2_11825,KarbiMikir,52_thefeather,arveng,a.r.v.ē.ng,,,Walker1925 KonnerthFC GruessnerNoDate,10353,,,,,FALSE
Rabha-52_thefeather-1,Rabha_v2_11956,Rabha,52_thefeather,mɨ́n,m.ɨ́.n,,,Joseph2007,159,,,,,FALSE
Xiandao-52_thefeather-1,Xiandao_v2_12123,Xiandao,52_thefeather,mui³¹,m.u.i.³¹,,,Huang1992 Hill2017,159,,,,,FALSE
MishmiKaman-52_thefeather-1,Kaman_188831,MishmiKaman,52_thefeather,bɯl³⁵,bɯl³⁵,,,Sun1991,,,,,,
KBEastPuroikSoja-52_thefeather-1,easternpuroik_186,KBEastPuroikSoja,52_thefeather,pedau memoing,pə+dau+mə+moiŋ,,,RS09,,,,,,
KBEastPuroikRemsangpuia-52_thefeather-1,easternpuroik_52,KBEastPuroikRemsangpuia,52_thefeather,amũin,a+mũin,,,Remsangpuia2008,,,,,,
TshDirangTshangla-53_tofight-1,DirangTshangla_138,TshDirangTshangla,53_tofight,kʰo+kʰo a,kʰo+kʰo+a,,,TB,,,,,,
EBDzalakha-53_tofight-1,Dzalakha_53,EBDzalakha,53_tofight,nyima,ɲi,,,DDC2017,,,,,,
EBKhengkha-53_tofight-1,Khengkha_138,EBKhengkha,53_tofight,prat55,prat55,,,TB,,,,,,
EBMamaCuonaMenba-53_tofight-1,MamaCuonaMenba_138,EBMamaCuonaMenba,53_tofight,thaː55mo53ja35,thaː55mo53ja35,,,Lu2002,,,,,,
EBWenlangCuonaMenba-53_tofight-1,WenlangCuonaMenba_307,EBWenlangCuonaMenba,53_tofight,tet55tet55ma55,tet55tet55ma55,,,Lu2002,,,,,,
KBWestPuroikLieberherr-53_tofight-1,BuluPuroik_2205,KBWestPuroikLieberherr,53_tofight,nɛʔ.ri,nɛʔ.ri,,,TB,520,,,,,FALSE
KBWKhispi-53_tofight-1,Khispi_2206,KBWKhispi,53_tofight,ɛj ɕɔŋ,ɛj_ɕɔŋ,,,TB,521,,,,,FALSE
KBWDuhumbi-53_tofight-1,Duhumbi_2207,KBWDuhumbi,53_tofight,ɛj ɕɔŋ,ɛj_ɕɔŋ,,,TB,521,,,,,FALSE
KBWKhoina-53_tofight-1,Khoina_2208,KBWKhoina,53_tofight,ja i,ja_i,,,TB,521,,,,,FALSE
KBWJerigaon-53_tofight-1,Jerigaon_2209,KBWJerigaon,53_tofight,jɛ i,jɛ_i,,,TB,521,,,,,FALSE
KBWKhoitam-53_tofight-1,Khoitam_2210,KBWKhoitam,53_tofight,jɛ i,jɛ_i,,,TB,521,,,,,FALSE
KBWRahung-53_tofight-1,Rahung_2211,KBWRahung,53_tofight,jɛ i,jɛ_i,,,TB,521,,,,,FALSE
KBWRupa-53_tofight-1,Rupa_2212,KBWRupa,53_tofight,ja di,ja_di,,,TB,521,,,,,FALSE
KBWShergaon-53_tofight-1,Shergaon_2213,KBWShergaon,53_tofight,ja di,ja_di,,,TB,521,,,,,FALSE
TshBhutanTshangla-53_tofight-1,BhutanTshangla_2214,TshBhutanTshangla,53_tofight,kʰo+lɔŋ pʰi,kʰo+lɔŋ_pʰi,,,TB,518,,,,,FALSE
Kusunda-53_tofight-1,KusundaK_2215,Kusunda,53_tofight,li.muː ɐ.tɔː,li.muː+ɐ.tɔː,,,Bodt2019b,522,,,,,FALSE
HruHrusoAkaJamiri-53_tofight-1,HrusoAkaJamiri_nan,HruHrusoAkaJamiri,53_tofight,tho-ri,tʰo+ri,,,Simon1993,,,,,*rəj,
HruBangru-53_tofight-1,Bangru_nan,HruBangru,53_tofight,warɛː,wa+rɛː,,,BandL2015,,,,,*rəj,
EBBumthang-53_tofight-1,Bumthang_138,EBBumthang,53_tofight,prat,prat,,,vanDriem2015,,,,,,
OldTibetan-53_tofight-1,OldTibetan_2238,OldTibetan,53_tofight,ɴgʲed,ɴ.g.ʲ.e.d,,,Huang1992,3208,,,,,FALSE
Japhug-53_tofight-1,Japhug_2228,Japhug,53_tofight,alɯlɤt,a.l.ɯ.l.ɤ.t,,,Jacques2015b,1456,,,,,FALSE
Jingpho-53_tofight-1,Jingpho_2229,Jingpho,53_tofight,ka³¹lo⁵⁵,k.a.³¹.◦.l.o.⁵⁵,,,Huang1992,2861,,,,,FALSE
Maerkang-53_tofight-1,MaerkangrGyalrong_v2_1451,Maerkang,53_tofight,tɐ lɐ lɐt kɑ pɑ,t.ɐ._.l.ɐ._.l.ɐ.t._.k.ɑ._.p.ɑ,,,Huang1992,1456,,,,,FALSE
Lhasa-53_tofight-1,Lhasa_2247,Lhasa,53_tofight,ca¹³re⁵²ca¹³²,c.a.¹³.◦.r.e.⁵².◦.c.a.¹³²,,,Huang1992,1152,,,,,FALSE
Dulong-53_tofight-1,Dulong_2224,Dulong,53_tofight,ɑ³¹sɑt⁵⁵,ɑ.³¹.+.s.ɑ.t.⁵⁵,,,Huang1992,1953,,,,,FALSE
Batang-53_tofight-1,Batang_2246,Batang,53_tofight,dʑᴜ¹³røʔ⁵³gᴜ⁵³,dʑ.ᴜ.¹³.◦.r.ø.ʔ.⁵³.◦.g.ᴜ.⁵³,,,Huang1992,2480,,,,,FALSE
Zhaba-53_tofight-1,Zhaba_2252,Zhaba,53_tofight,dy⁵⁵ dy⁵⁵,d.y.⁵⁵._.d.y.⁵⁵,,,Huang1992,2338,,,,,FALSE
DarangTaraon-53_tofight-1,DarangTaraon_2223,DarangTaraon,53_tofight,xuɑɯ⁵³gɑ³⁵,x.u.ɑ.ɯ.⁵³.◦.g.ɑ.³⁵,,,Huang1992,2341,,,,,FALSE
Xiahe-53_tofight-1,Xiahe_v2_3094,Xiahe,53_tofight,doŋ ri dʑaχ,d.o.ŋ._.r.i._.dʑ.a.χ,,,Huang1992,1152,,,,,FALSE
Daofu-53_tofight-1,Daofu_v2_3118,Daofu,53_tofight,ncçhə ncçhə,n.cçʰ.ə.+.n.cçʰ.ə,,,Huang1992,2528,,,,,FALSE
Lisu-53_tofight-1,Lisu_2233,Lisu,53_tofight,dɯ³¹lɛ̱³¹χo³³,d.ɯ.³¹.◦.l.ɛ̱.³¹.◦.χ.o.³³,,,Huang1992,2761,,,,,FALSE
TaniBokar-53_tofight-1,Bokar_2218,TaniBokar,53_tofight,pa raː,p.a.+.r.aː,,,Huang1992,2785,,,,,FALSE
Zhaba-53_tofight-2,Zhaba_2253,Zhaba,53_tofight,dy⁵⁵bdy⁵⁵,d.y.⁵⁵.◦.b.d.y.⁵⁵,,,Huang1992,2338,,,,,FALSE
